	Protein	Domain	Start	Stop
1	UPI0022B3E24F	IPR029058	46	413
2	UPI002402D03A	IPR029058	153	455
3	UPI0024963C3E	IPR029058	1	230
4	UPI002271AB3A	IPR029058	7	175
5	UPI0024C32556	IPR029058	1	259
6	UPI0024680207	IPR029058	79	239
7	UPI002218FAEC	IPR029058	69	290
8	UPI002462A51D	IPR029058	605	864
9	UPI002230175B	IPR029058	42	309
10	UPI002485540F	IPR029058	120	382
11	UPI00249FA535	IPR029058	6	284
12	UPI0022B513C7	IPR029058	5	426
13	UPI002213DF48	IPR029058	119	381
14	UPI0025634D79	IPR029058	25	259
15	UPI002489B758	IPR029058	49	286
16	UPI00245A06D7	IPR029058	2	278
17	UPI002479B955	IPR029058	31	556
18	UPI0025653F67	IPR002921	167	305
19	UPI0025653F67	IPR029058	126	361
20	UPI002456F8E7	IPR029058	1642	1900
21	UPI002409273D	IPR029058	7	271
22	UPI002493BECC	IPR029058	77	232
23	UPI00253F21AD	IPR029058	38	250
24	UPI00247DE05A	IPR029058	371	642
25	UPI00247DE05A	IPR029058	38	319
26	UPI0024BD4834	IPR029058	5	289
27	UPI00244B6968	IPR029058	15	287
28	UPI0022ADC10A	IPR029058	3	250
29	UPI002494C4EE	IPR029058	66	325
30	UPI00246A0D99	IPR029058	75	357
31	UPI0024412174	IPR029058	4	97
32	UPI002219590D	IPR029058	175	418
33	UPI00244C3095	IPR029058	5	158
34	UPI00256FDF4D	IPR029058	7	265
35	UPI0024121184	IPR029058	327	514
36	UPI002460C343	IPR029058	25	287
37	UPI00227E1324	IPR029058	629	853
38	UPI0024A00560	IPR029058	336	483
39	UPI002270FBC4	IPR029058	4	282
40	UPI00254B8D8D	IPR029058	4	279
41	UPI00247C439D	IPR029058	49	274
42	UPI0022553C7D	IPR029058	86	476
43	UPI0024B95BD5	IPR029058	14	225
44	UPI0024E0F23A	IPR029058	3	507
45	UPI002458230B	IPR029058	2	254
46	UPI0024DC6276	IPR029058	7	287
47	UPI00229DFBF6	IPR029058	210	500
48	UPI002458E186	IPR029058	137	391
49	UPI00241456E0	IPR029058	454	695
50	UPI0022722DA1	IPR029058	3	135
51	UPI002240FC5A	IPR029058	46	326
52	UPI002469050C	IPR029058	6	200
53	UPI002548D85E	IPR011118	63	552
54	UPI002548D85E	IPR029058	51	491
55	UPI002548D85E	IPR011118	13	553
56	UPI0025557A03	IPR029058	36	302
57	UPI0022542EA6	IPR029058	1432	1710
58	UPI0024BA11C0	IPR029058	587	831
59	UPI0024C2A2CC	IPR029058	67	366
60	UPI0024105DCB	IPR029058	44	395
61	UPI0025564761	IPR029058	11	135
62	UPI002263EE77	IPR029058	14	295
63	UPI0024D64877	IPR029058	1	430
64	UPI002265B36E	IPR029058	12	265
65	UPI002415BEE6	IPR029058	6	235
66	UPI0024B7C350	IPR029058	83	488
