	Protein	Domain	Start	Stop
1	UPI0023877C35	IPR029058	297	588
2	UPI0023877C35	IPR029058	15	291
3	UPI0024679310	IPR029058	5	232
4	UPI0023F4E21B	IPR029058	8	100
5	UPI0023A1279A	IPR029058	91	400
6	UPI002485F425	IPR029058	332	543
7	UPI002485F425	IPR002921	400	535
8	UPI0025526AEF	IPR029058	2	282
9	UPI0024D4B56A	IPR029058	680	974
10	UPI00247881D8	IPR029058	27	322
11	UPI00247C6AE7	IPR029058	43	298
12	UPI0024A0E1E0	IPR029058	1	311
13	UPI0024C29FAE	IPR029058	46	354
14	UPI002570A795	IPR010126	64	262
15	UPI002570A795	IPR029058	150	330
16	UPI002570A795	IPR029058	34	150
17	UPI002570A795	IPR010126	60	257
18	UPI00248BB791	IPR029058	5	74
19	UPI002395F1C9	IPR029058	37	237
20	UPI0024ABE92D	IPR029058	5	246
21	UPI0024C370FB	IPR029058	2184	2428
22	UPI00253E1BF1	IPR029058	20	304
23	UPI00235BF807	IPR029058	252	543
24	UPI0024B8788B	IPR029058	45	299
25	UPI0024C4EB36	IPR029058	594	847
26	UPI0024C138A0	IPR029058	13	244
27	UPI0024D72022	IPR029058	441	604
28	UPI002551719C	IPR029058	57	324
29	UPI002389F841	IPR029058	194	444
30	UPI0025542F45	IPR029058	36	276
31	UPI00247E5A9A	IPR029058	3	255
32	UPI002475F619	IPR029058	44	325
33	UPI0023C20AD1	IPR029058	115	276
34	UPI002564998A	IPR029058	69	316
35	UPI0025441906	IPR029058	29	305
36	UPI002558C4A0	IPR029058	31	96
37	UPI0023A9283A	IPR029058	13	317
38	UPI002571E589	IPR029058	121	187
39	UPI00254F63C5	IPR029058	3	277
40	UPI002543BC6C	IPR029058	17	260
41	UPI00256DD2FF	IPR029058	2	273
42	UPI00249099B6	IPR029058	1	273
43	UPI00254C12A4	IPR029058	30	329
44	UPI0024AE49CC	IPR029058	5	212
45	UPI0024669F27	IPR029058	27	356
46	UPI00238201DC	IPR029058	2	266
47	UPI002575B7FB	IPR029058	379	646
48	UPI0023F6AC3D	IPR029058	89	473
49	UPI0025691E4C	IPR029058	60	371
50	UPI002474594A	IPR029058	21	306
51	UPI0025549D5B	IPR029058	4	268
52	UPI0023670E6C	IPR029058	22	300
53	UPI00253E36B2	IPR029058	27	529
54	UPI0024A737FC	IPR029058	1	186
55	UPI0024D79B84	IPR029058	407	477
