	Protein	Domain	Start	Stop
1	UPI0024D3F1FD	IPR000209	67	393
2	UPI0024D3F1FD	IPR036852	28	393
3	UPI00248127EF	IPR000209	159	508
4	UPI00248127EF	IPR036852	156	518
5	UPI0025660CF4	IPR010259	152	209
6	UPI002493F32E	IPR000209	281	498
7	UPI002493F32E	IPR036852	77	539
8	UPI00239B30B7	IPR000209	174	443
9	UPI00239B30B7	IPR036852	140	462
10	UPI0023C6696A	IPR000209	137	304
11	UPI0023C6696A	IPR036852	162	331
12	UPI002399F655	IPR000209	334	630
13	UPI002399F655	IPR036852	329	642
14	UPI002561FEE4	IPR000209	11	112
15	UPI002561FEE4	IPR036852	11	130
16	UPI0023FDE6CE	IPR036852	119	455
17	UPI0023FDE6CE	IPR000209	156	441
18	UPI002368EC8E	IPR000209	58	424
19	UPI002368EC8E	IPR036852	46	439
20	UPI0024D8BCBE	IPR000209	132	338
21	UPI0024D8BCBE	IPR010259	33	105
22	UPI0024D8BCBE	IPR036852	108	351
23	UPI0024334771	IPR036852	59	188
24	UPI0024334771	IPR000209	60	180
25	UPI00240E1E88	IPR036852	68	384
26	UPI00240E1E88	IPR000209	85	373
27	UPI002408B40D	IPR010259	31	111
28	UPI002408B40D	IPR036852	110	621
29	UPI002408B40D	IPR000209	135	588
30	UPI0024626D69	IPR036852	78	397
31	UPI0024626D69	IPR000209	91	362
32	UPI00235177C1	IPR036852	177	509
33	UPI0024CE0922	IPR000209	351	523
34	UPI0024CE0922	IPR036852	217	584
35	UPI0024A6A412	IPR036852	171	698
36	UPI0024A6A412	IPR000209	206	687
37	UPI0025793764	IPR010259	55	158
38	UPI0025793764	IPR000209	185	668
39	UPI0025793764	IPR036852	160	706
40	UPI002355F328	IPR036852	76	417
41	UPI002355F328	IPR000209	122	400
42	UPI0023DEE6F2	IPR036852	40	324
43	UPI0023DEE6F2	IPR000209	49	300
44	UPI00242477CD	IPR000209	161	396
45	UPI00242477CD	IPR036852	127	398
46	UPI00242477CD	IPR010259	37	121
47	UPI0024072173	IPR000209	54	386
48	UPI0024072173	IPR036852	36	397
49	UPI00249B7B6C	IPR036852	49	369
50	UPI00249B7B6C	IPR000209	70	359
51	UPI0024D663A3	IPR036852	303	509
52	UPI0024D7A7BB	IPR036852	51	560
53	UPI0024D7A7BB	IPR000209	80	526
54	UPI0024D7A7BB	IPR010259	5	52
55	UPI0024A0F1E2	IPR010259	48	116
56	UPI0024A0F1E2	IPR000209	156	372
57	UPI0024A0F1E2	IPR036852	123	374
58	UPI00249DD4AC	IPR000209	218	384
59	UPI00249DD4AC	IPR036852	202	383
60	UPI0023697013	IPR036852	24	513
61	UPI0023697013	IPR000209	56	481
62	UPI0025745299	IPR036852	173	557
63	UPI00249F6E52	IPR000209	241	725
64	UPI00249F6E52	IPR036852	213	759
65	UPI0023B5C40A	IPR036852	68	373
66	UPI0023B5C40A	IPR000209	86	365
67	UPI0023DEE7E6	IPR036852	66	430
68	UPI0023DEE7E6	IPR000209	84	419
69	UPI0023D0E5BF	IPR036852	99	535
70	UPI0023D0E5BF	IPR000209	103	299
71	UPI0023D0E5BF	IPR000209	440	516
72	UPI00256FFA0C	IPR000209	293	542
73	UPI00256FFA0C	IPR036852	232	621
74	UPI00256BB5D3	IPR036852	120	619
75	UPI00256BB5D3	IPR000209	143	582
76	UPI00256BB5D3	IPR010259	31	116
77	UPI00249D52C4	IPR000209	142	592
78	UPI00249D52C4	IPR036852	111	627
79	UPI00249D52C4	IPR010259	29	112
80	UPI0024DF8832	IPR036852	45	489
81	UPI0024DF8832	IPR000209	63	458
82	UPI0024DA6D65	IPR000209	36	530
83	UPI0024DA6D65	IPR036852	10	559
84	UPI0023A18F22	IPR000209	142	301
85	UPI0023A18F22	IPR036852	30	310
86	UPI0024E0E0A6	IPR000209	294	541
87	UPI0024E0E0A6	IPR036852	278	552
88	UPI0024451680	IPR036852	35	403
89	UPI0024451680	IPR000209	53	347
90	UPI0023A9B2DC	IPR000209	526	788
91	UPI0023A9B2DC	IPR036852	507	819
92	UPI00238B909D	IPR036852	325	631
93	UPI00238B909D	IPR000209	330	623
94	UPI00240F7DCC	IPR000209	146	625
95	UPI00240F7DCC	IPR036852	117	656
96	UPI00240F7DCC	IPR010259	33	118
97	UPI002405589B	IPR036852	197	515
98	UPI002405589B	IPR010259	68	178
99	UPI002405589B	IPR000209	216	502
100	UPI0024658971	IPR036852	131	485
101	UPI0024658971	IPR000209	187	474
102	UPI00255FBBBD	IPR000209	130	588
103	UPI00255FBBBD	IPR036852	106	611
104	UPI00255FBBBD	IPR010259	61	107
105	UPI0023F9EB91	IPR000209	145	417
106	UPI0023F9EB91	IPR036852	143	438
107	UPI0024ABB735	IPR036852	2	50
108	UPI0024ABB735	IPR000209	2	50
109	UPI002477F55C	IPR010259	72	107
110	UPI002477F55C	IPR036852	120	377
111	UPI002477F55C	IPR000209	146	375
112	UPI0024345ED0	IPR036852	56	413
113	UPI0024345ED0	IPR000209	168	401
114	UPI0024A11F3D	IPR010259	42	106
115	UPI0024A11F3D	IPR036852	121	389
116	UPI0024A11F3D	IPR000209	145	377
117	UPI002364FBBD	IPR036852	196	537
118	UPI00256BD829	IPR000209	52	181
119	UPI00256BD829	IPR036852	81	212
120	UPI0024118000	IPR036852	167	654
121	UPI0024118000	IPR000209	182	645
122	UPI00238B0A65	IPR000209	120	445
123	UPI00238B0A65	IPR036852	102	467
124	UPI002559CB86	IPR000209	134	524
125	UPI002559CB86	IPR036852	129	534
126	UPI0024D3A1D1	IPR000209	132	588
127	UPI0024D3A1D1	IPR036852	107	615
128	UPI0024D3A1D1	IPR010259	29	108
129	UPI0023A93B32	IPR036852	163	635
130	UPI0023A93B32	IPR000209	189	621
131	UPI0023972F68	IPR000209	177	471
132	UPI0023972F68	IPR036852	113	511
133	UPI00256F19EC	IPR000209	146	431
134	UPI00256F19EC	IPR036852	140	439
135	UPI0024C17DAD	IPR010259	85	185
136	UPI0024C17DAD	IPR000209	218	654
137	UPI0024C17DAD	IPR036852	204	664
138	UPI0024D1420E	IPR010259	17	92
139	UPI0024D1420E	IPR036852	114	564
140	UPI0024D1420E	IPR000209	115	554
141	UPI0023661AB5	IPR036852	76	454
142	UPI0023661AB5	IPR000209	93	396
143	UPI0023E95A8A	IPR000209	206	500
144	UPI0023E95A8A	IPR036852	143	528
145	UPI00256060A7	IPR010259	30	107
146	UPI00256060A7	IPR000209	128	495
147	UPI00256060A7	IPR036852	106	550
148	UPI00247DBEA1	IPR000209	172	449
149	UPI00247DBEA1	IPR036852	6	460
150	UPI00239F3C0A	IPR036852	2	90
151	UPI00239F3C0A	IPR000209	2	71
152	UPI0023B6D4FF	IPR000209	286	576
153	UPI0023B6D4FF	IPR036852	278	582
154	UPI00244DC959	IPR036852	580	923
155	UPI00244DC959	IPR000209	620	890
156	UPI0023F87CB2	IPR000209	203	643
157	UPI0023F87CB2	IPR036852	197	651
158	UPI0023E8B3DA	IPR036852	173	698
159	UPI0023E8B3DA	IPR010259	55	165
160	UPI0023E8B3DA	IPR000209	195	677
161	UPI00241F1C21	IPR036852	38	152
162	UPI00241F1C21	IPR000209	31	143
163	UPI00246DC7D2	IPR036852	22	515
164	UPI00246DC7D2	IPR000209	35	500
165	UPI0024CDD9B0	IPR000209	572	947
166	UPI0024CDD9B0	IPR010259	468	545
167	UPI0024CDD9B0	IPR036852	547	941
168	UPI00240DE9E5	IPR000209	121	326
169	UPI00240DE9E5	IPR010259	53	95
170	UPI00240DE9E5	IPR036852	94	327
171	UPI002358C2F8	IPR010259	26	134
172	UPI002358C2F8	IPR000209	158	648
173	UPI002358C2F8	IPR036852	136	659
174	UPI00247D7FAF	IPR000209	153	599
175	UPI00247D7FAF	IPR010259	30	129
176	UPI00247D7FAF	IPR036852	128	634
177	UPI0023B7CFE8	IPR000209	18	226
178	UPI0023B7CFE8	IPR036852	9	225
179	UPI0023C0AF1D	IPR036852	11	281
180	UPI0023C0AF1D	IPR000209	14	273
181	UPI0024090CD8	IPR000209	237	480
182	UPI0024090CD8	IPR036852	176	478
183	UPI00242CE090	IPR000209	339	605
184	UPI00242CE090	IPR036852	100	633
185	UPI002544CDDC	IPR000209	137	500
186	UPI002544CDDC	IPR010259	33	106
187	UPI002544CDDC	IPR036852	132	500
188	UPI00242B9412	IPR036852	130	661
189	UPI00242B9412	IPR000209	142	326
190	UPI00242B9412	IPR000209	444	612
191	UPI00243D0B46	IPR000209	249	521
192	UPI00243D0B46	IPR036852	209	552
193	UPI002566B397	IPR000209	102	198
194	UPI002566B397	IPR036852	106	329
195	UPI002553FF3E	IPR000209	34	262
196	UPI002553FF3E	IPR036852	4	286
197	UPI00253B67FF	IPR000209	215	548
198	UPI00253B67FF	IPR036852	163	591
199	UPI00249BA279	IPR036852	184	505
200	UPI00249BA279	IPR000209	204	497
201	UPI0024344BC0	IPR000209	27	365
202	UPI0024344BC0	IPR036852	5	408
203	UPI002498CDDE	IPR000209	38	301
204	UPI002498CDDE	IPR036852	12	349
205	UPI0023656BA7	IPR000209	83	494
206	UPI0023656BA7	IPR036852	69	498
207	UPI002451B3B9	IPR036852	2	265
208	UPI002451B3B9	IPR000209	2	241
209	UPI00242EA91A	IPR036852	72	467
210	UPI00242EA91A	IPR000209	91	460
211	UPI002449DCDC	IPR000209	257	535
212	UPI002449DCDC	IPR036852	240	558
213	UPI0024E23718	IPR000209	33	515
214	UPI0024E23718	IPR036852	22	525
215	UPI002553664F	IPR036852	179	522
216	UPI0024BF662E	IPR000209	167	450
217	UPI0024BF662E	IPR036852	130	464
218	UPI00241C20E5	IPR000209	224	527
219	UPI00241C20E5	IPR036852	175	564
220	UPI00246318B5	IPR000209	200	479
221	UPI00246318B5	IPR036852	182	513
222	UPI002416EC99	IPR000209	167	388
223	UPI002416EC99	IPR010259	53	127
224	UPI002416EC99	IPR036852	132	399
225	UPI0024770277	IPR036852	93	445
226	UPI0024770277	IPR000209	175	387
227	UPI0024A99EE2	IPR036852	3	154
228	UPI002382F432	IPR000209	93	438
229	UPI002382F432	IPR036852	75	447
230	UPI002474F1C5	IPR036852	69	401
231	UPI002565157C	IPR036852	146	732
232	UPI002565157C	IPR010259	57	174
233	UPI002565157C	IPR000209	210	681
234	UPI0024512E27	IPR036852	5	314
235	UPI0024512E27	IPR000209	14	304
236	UPI0024CD58EB	IPR000209	137	593
237	UPI0024CD58EB	IPR036852	110	627
238	UPI0024CD58EB	IPR010259	27	111
239	UPI00241BB02F	IPR036852	128	491
240	UPI00241BB02F	IPR000209	166	425
241	UPI0023FA7E8F	IPR036852	143	476
242	UPI0023FA7E8F	IPR000209	181	464
243	UPI00241EC8DD	IPR036852	193	522
244	UPI00241EC8DD	IPR000209	210	496
245	UPI00240BBB24	IPR000209	136	419
246	UPI00240BBB24	IPR036852	106	433
247	UPI0023FECA9D	IPR036852	200	496
248	UPI00241DB616	IPR036852	88	701
249	UPI00241DB616	IPR000209	144	678
250	UPI00249222C6	IPR036852	18	303
251	UPI00249222C6	IPR000209	40	291
252	UPI00256DF010	IPR000209	5	254
253	UPI00256DF010	IPR036852	12	286
254	UPI0024E0FF85	IPR000209	168	668
255	UPI0024E0FF85	IPR036852	158	694
256	UPI0024A2770B	IPR000209	206	644
257	UPI0024A2770B	IPR036852	203	654
258	UPI0024C549B0	IPR000209	158	440
259	UPI0024C549B0	IPR036852	120	454
260	UPI0024A31E5A	IPR036852	72	389
261	UPI00247F0103	IPR000209	152	695
262	UPI00247F0103	IPR036852	144	711
263	UPI0024C69362	IPR036852	210	534
264	UPI0024C69362	IPR000209	230	521
265	UPI0023B3FD82	IPR000209	1	142
266	UPI0023B3FD82	IPR036852	1	155
267	UPI0023DB40B5	IPR036852	75	452
268	UPI0023DB40B5	IPR000209	161	389
269	UPI0024084195	IPR036852	126	455
270	UPI0024084195	IPR000209	164	447
271	UPI0024DA8D07	IPR036852	98	606
272	UPI0024DA8D07	IPR000209	123	578
273	UPI0024DA8D07	IPR010259	23	99
274	UPI0023F6C558	IPR036852	104	609
275	UPI0023F6C558	IPR000209	123	590
276	UPI00235BF854	IPR000209	2	195
277	UPI00235BF854	IPR036852	1	187
278	UPI002566D03F	IPR000209	198	548
279	UPI002566D03F	IPR036852	108	663
280	UPI002566D03F	IPR010259	112	168
281	UPI0024C21271	IPR000209	3	325
282	UPI0024C21271	IPR036852	3	358
283	UPI002380EFAF	IPR000209	155	390
284	UPI002380EFAF	IPR036852	129	389
285	UPI00239DBB41	IPR036852	136	379
286	UPI00239DBB41	IPR000209	141	376
287	UPI002373EC21	IPR000209	216	417
288	UPI002373EC21	IPR036852	182	422
289	UPI0023DDCB02	IPR036852	355	630
290	UPI0023DDCB02	IPR000209	373	629
291	UPI002555A167	IPR000209	155	377
292	UPI002555A167	IPR036852	121	376
293	UPI002555A167	IPR010259	47	116
294	UPI0023C94D42	IPR000209	110	306
295	UPI0023C94D42	IPR036852	106	571
296	UPI0023C94D42	IPR000209	447	561
297	UPI00254AA66B	IPR000209	253	497
298	UPI00254AA66B	IPR036852	62	507
299	UPI00241BA430	IPR036852	694	975
300	UPI00241BA430	IPR000209	708	965
301	UPI00245948AE	IPR000209	135	401
302	UPI00245948AE	IPR036852	116	406
303	UPI0025708200	IPR036852	140	488
304	UPI0024C144EF	IPR036852	47	648
305	UPI0024C144EF	IPR000209	56	521
306	UPI0024A102E2	IPR036852	132	454
307	UPI0024A102E2	IPR000209	147	441
308	UPI0024D733E8	IPR036852	129	637
309	UPI0024D733E8	IPR000209	154	595
310	UPI0024D733E8	IPR010259	24	127
311	UPI0023BB007F	IPR036852	126	455
312	UPI0023BB007F	IPR000209	164	447
