	Protein	Domain	Start	Stop
1	UPI0024C2419C	IPR002018	27	536
2	UPI00245E954A	IPR013736	400	641
3	UPI00245E954A	IPR005674	56	647
4	UPI00245E954A	IPR000383	60	360
5	UPI0025405F2C	IPR002018	30	526
6	UPI002548648A	IPR005674	40	544
7	UPI002548648A	IPR013736	341	540
8	UPI002548648A	IPR000383	43	312
9	UPI00246A51E1	IPR002018	25	516
10	UPI002449216B	IPR000383	17	138
11	UPI00245753C8	IPR000383	50	191
12	UPI00245753C8	IPR005674	50	192
13	UPI002575BB87	IPR000383	17	281
14	UPI00244AF2A4	IPR013736	328	491
15	UPI00244AF2A4	IPR000383	53	302
16	UPI00244AF2A4	IPR005674	53	488
17	UPI002486A242	IPR002018	59	622
18	UPI0024988026	IPR002018	43	362
19	UPI00248AF278	IPR000383	25	140
20	UPI0024B84099	IPR013736	303	519
21	UPI0024B84099	IPR005674	20	505
22	UPI0024B84099	IPR000383	23	274
23	UPI0024760A9E	IPR002018	10	475
24	UPI00249B6E43	IPR002018	68	560
25	UPI00254F8281	IPR000383	10	131
26	UPI0024836A91	IPR002018	6	553
27	UPI0024639568	IPR002018	423	528
28	UPI0024639568	IPR002018	40	383
29	UPI00247F30BE	IPR002018	49	563
30	UPI0024DF49B4	IPR002018	28	582
31	UPI00253D4C35	IPR002018	28	501
32	UPI0024B71D10	IPR013736	475	564
33	UPI0024B71D10	IPR000383	57	210
34	UPI0024B71D10	IPR000383	292	346
35	UPI00256FFD2F	IPR002018	37	517
36	UPI002540AF48	IPR000383	23	159
37	UPI002540AF48	IPR005674	14	151
38	UPI002546F283	IPR002018	21	515
39	UPI002458C4CC	IPR002018	6	486
40	UPI002486A911	IPR002018	55	597
41	UPI0025477263	IPR002018	9	468
42	UPI002451546D	IPR000383	44	328
43	UPI002451546D	IPR005674	41	397
44	UPI002498841E	IPR002018	721	1228
45	UPI002498841E	IPR002018	18	539
46	UPI002498841E	IPR002018	1253	1326
47	UPI002545AE22	IPR002018	29	471
48	UPI0024D59788	IPR002018	21	499
49	UPI0024CECCEF	IPR002018	25	508
50	UPI0024C39A9A	IPR000383	18	269
51	UPI0024C39A9A	IPR013736	298	518
52	UPI0024C39A9A	IPR005674	16	501
53	UPI00248AC345	IPR000383	31	288
54	UPI00248AC345	IPR013736	382	599
55	UPI00248AC345	IPR005674	371	602
56	UPI00248AC345	IPR005674	27	314
57	UPI00248E863A	IPR002018	40	592
58	UPI0024A74A2C	IPR000383	18	98
59	UPI0024B9448D	IPR013736	550	791
60	UPI0024B9448D	IPR000383	202	524
61	UPI00248E031F	IPR002018	26	539
62	UPI0024BCB176	IPR002018	30	450
63	UPI00247DD515	IPR000383	87	354
64	UPI00247DD515	IPR013736	381	626
65	UPI00255B76FF	IPR002018	3	271
66	UPI00245662E1	IPR013736	414	675
67	UPI00245662E1	IPR005674	65	647
68	UPI00245662E1	IPR000383	68	383
69	UPI0024A25191	IPR002018	13	168
70	UPI0024BBF2C4	IPR002018	2	504
71	UPI002540208F	IPR002018	24	350
72	UPI002540208F	IPR002018	358	471
73	UPI0025547375	IPR013736	554	802
74	UPI0025547375	IPR000383	202	528
75	UPI00249BFE2F	IPR000383	41	139
76	UPI00255F0F9D	IPR013736	358	579
77	UPI00255F0F9D	IPR000383	48	299
78	UPI00255F0F9D	IPR005674	44	394
79	UPI00246C065A	IPR002018	22	142
80	UPI0024D88B75	IPR002018	39	526
81	UPI002478A34C	IPR002018	313	834
82	UPI0024B5DAB2	IPR002018	47	608
83	UPI0024B2DE69	IPR002018	21	171
84	UPI0024B2DE69	IPR002018	188	373
85	UPI00244A5ABB	IPR000383	15	245
86	UPI0025490CC1	IPR002018	181	650
87	UPI002564490A	IPR002018	47	484
88	UPI0024B78F35	IPR013736	325	486
89	UPI0024B78F35	IPR000383	62	216
90	UPI0024B78F35	IPR000383	221	284
91	UPI0024B78F35	IPR005674	58	217
92	UPI00255C8D03	IPR002018	52	606
93	UPI0024BCAFB3	IPR002018	5	480
94	UPI0024C04ADC	IPR013736	381	624
95	UPI0024C04ADC	IPR000383	81	354
96	UPI00247D6BC3	IPR002018	17	509
97	UPI002455D846	IPR000383	67	383
98	UPI002455D846	IPR013736	415	668
99	UPI002455D846	IPR005674	64	640
100	UPI002480AF13	IPR000383	209	275
101	UPI002480AF13	IPR000383	52	196
102	UPI002480AF13	IPR005674	48	199
103	UPI002480AF13	IPR005674	213	555
104	UPI002480AF13	IPR013736	310	549
105	UPI0024AD0F28	IPR002018	26	309
106	UPI0024A1F15F	IPR002018	73	548
107	UPI002544A514	IPR002018	27	535
108	UPI00248085F3	IPR013736	403	560
109	UPI00248085F3	IPR000383	43	330
110	UPI00255A7FDA	IPR000383	34	285
111	UPI00255A7FDA	IPR013736	315	526
112	UPI00255A7FDA	IPR005674	31	530
113	UPI002573D5B6	IPR000383	92	224
114	UPI00256AD32D	IPR002018	44	537
115	UPI0025423F77	IPR002018	53	541
116	UPI0024DC4826	IPR002018	27	152
117	UPI0024AE1DAF	IPR000383	15	274
118	UPI0024B74428	IPR002018	7	494
119	UPI0024816123	IPR002018	22	85
120	UPI00249CD7C5	IPR000383	217	476
121	UPI00249CD7C5	IPR005674	214	705
122	UPI00249CD7C5	IPR013736	523	700
123	UPI0024D40FFB	IPR002018	256	410
124	UPI0024D40FFB	IPR002018	15	255
125	UPI0024A45650	IPR013736	332	568
126	UPI0024A45650	IPR005674	11	574
127	UPI0024A45650	IPR000383	15	290
128	UPI00253E42F3	IPR002018	4	254
129	UPI00253E42F3	IPR002018	267	359
130	UPI0024B006CC	IPR002018	20	469
131	UPI0024BF3586	IPR000383	48	331
132	UPI0024BF3586	IPR005674	48	559
133	UPI0024BF3586	IPR013736	445	557
134	UPI00257127A8	IPR002018	7	479
135	UPI0024B020F4	IPR002018	21	529
136	UPI0024D9F789	IPR002018	29	505
137	UPI0024978964	IPR002018	26	542
138	UPI0024634506	IPR000383	12	272
139	UPI0024B01343	IPR002018	73	668
140	UPI0024934067	IPR013736	361	540
141	UPI0024934067	IPR000383	65	335
142	UPI002557094C	IPR000383	14	156
143	UPI00248ED382	IPR013736	340	597
144	UPI00248ED382	IPR005674	10	603
145	UPI00248ED382	IPR000383	13	292
146	UPI0025412BDD	IPR002018	52	637
147	UPI002466DB80	IPR000383	216	472
148	UPI002466DB80	IPR005674	212	768
149	UPI002466DB80	IPR013736	516	762
150	UPI00246BF27A	IPR002018	127	563
151	UPI00246BF27A	IPR002018	590	826
152	UPI0025737255	IPR000383	95	219
153	UPI00245803A2	IPR013736	370	624
154	UPI00245803A2	IPR000383	41	338
155	UPI00245803A2	IPR005674	38	599
156	UPI002553D925	IPR002018	54	608
157	UPI0024A56027	IPR002018	161	436
158	UPI00256C5014	IPR002018	11	468
159	UPI002541B061	IPR002018	19	518
160	UPI0024755775	IPR000383	67	336
161	UPI0024755775	IPR013736	363	599
162	UPI0024A15E17	IPR013736	475	578
163	UPI0024A15E17	IPR000383	64	344
164	UPI00246B8B52	IPR002018	534	1046
165	UPI00246B8B52	IPR002018	14	524
166	UPI0024A560CE	IPR002018	41	102
167	UPI0024A560CE	IPR002018	136	386
168	UPI00253FC617	IPR002018	15	444
169	UPI0025709D4C	IPR000383	19	142
