	Protein	Domain	Start	Stop
1	UPI00231F384B	IPR000209	179	520
2	UPI00231F384B	IPR036852	170	534
3	UPI00227D36DF	IPR000209	81	326
4	UPI00227D36DF	IPR036852	65	356
5	UPI0023134615	IPR000209	432	499
6	UPI0023134615	IPR036852	2	506
7	UPI0023134615	IPR000209	2	293
8	UPI002211DD7C	IPR000209	233	734
9	UPI002211DD7C	IPR010259	72	200
10	UPI002211DD7C	IPR036852	186	748
11	UPI00225BE227	IPR036852	229	519
12	UPI00225BE227	IPR000209	247	510
13	UPI00236AD8EA	IPR000209	165	590
14	UPI00236AD8EA	IPR036852	147	618
15	UPI00226E0D6C	IPR000209	148	399
16	UPI00226E0D6C	IPR036852	133	416
17	UPI0023508177	IPR000209	136	372
18	UPI0023508177	IPR036852	117	383
19	UPI00229211E7	IPR000209	60	374
20	UPI00229211E7	IPR036852	34	383
21	UPI002254EC0A	IPR000209	50	313
22	UPI002254EC0A	IPR036852	32	325
23	UPI00238461DB	IPR000209	117	389
24	UPI00238461DB	IPR036852	16	446
25	UPI0022A94688	IPR000209	89	477
26	UPI0022A94688	IPR036852	84	492
27	UPI00222708CC	IPR000209	191	671
28	UPI00222708CC	IPR036852	167	696
29	UPI00237A6B64	IPR036852	111	381
30	UPI00237A6B64	IPR010259	66	108
31	UPI00237A6B64	IPR000209	145	374
32	UPI0023A8A504	IPR036852	71	390
33	UPI0023A8A504	IPR000209	95	376
34	UPI002571FA76	IPR000209	26	84
35	UPI002571FA76	IPR036852	15	107
36	UPI00224562E7	IPR036852	117	402
37	UPI00224562E7	IPR000209	134	379
38	UPI00224ED9D0	IPR000209	162	388
39	UPI00224ED9D0	IPR036852	66	448
40	UPI0022E3C614	IPR036852	125	439
41	UPI0022E3C614	IPR000209	155	398
42	UPI0023173661	IPR036852	191	447
43	UPI0023173661	IPR000209	215	455
44	UPI0023173661	IPR010259	108	188
45	UPI00239713C2	IPR036852	34	348
46	UPI00239713C2	IPR000209	54	317
47	UPI002345EC00	IPR010259	28	101
48	UPI002345EC00	IPR036852	106	600
49	UPI002345EC00	IPR000209	135	563
50	UPI00239CEC5F	IPR000209	15	225
51	UPI00239CEC5F	IPR036852	14	300
52	UPI0022938563	IPR000209	271	532
53	UPI0022938563	IPR036852	237	602
54	UPI0022EFB0D5	IPR010259	32	112
55	UPI0022EFB0D5	IPR000209	171	396
