	Protein	Domain	Start	Stop
1	UPI0023DFBBCD	IPR029058	8	264
2	UPI00248494A1	IPR029058	7	269
3	UPI0023E1A4BA	IPR029058	16	214
4	UPI0024940250	IPR029058	221	442
5	UPI00245A2D90	IPR029058	65	382
6	UPI00245A2D90	IPR029058	469	695
7	UPI0024E103CD	IPR029058	8	250
8	UPI00256208FD	IPR029058	64	498
9	UPI0024B45253	IPR029058	223	398
10	UPI0024B45253	IPR002921	246	379
11	UPI0024115772	IPR029058	1	253
12	UPI0024A06855	IPR029058	2	237
13	UPI0024C34DFA	IPR029058	69	226
14	UPI002479B6F6	IPR029058	191	331
15	UPI0024BFA54C	IPR029058	18	295
16	UPI00247B3324	IPR029058	12	268
17	UPI002543263E	IPR029058	11	252
18	UPI00249ECE6E	IPR029058	35	292
19	UPI0024279037	IPR029058	70	284
20	UPI00240E2414	IPR029058	2	254
21	UPI00253E25B4	IPR029058	68	332
22	UPI00245A6F21	IPR029058	14	201
23	UPI0024063FF6	IPR029058	39	276
24	UPI0024C4F2CE	IPR029058	440	803
25	UPI0024C4F2CE	IPR029058	26	392
26	UPI0024C2298B	IPR029058	4	250
27	UPI0024891FB0	IPR029058	9	277
28	UPI0024CFD07F	IPR029058	58	331
29	UPI002549DFD0	IPR029058	7	202
30	UPI00245D20D1	IPR029058	173	330
31	UPI00240FA86F	IPR029058	8	259
32	UPI0024BDF732	IPR029058	3291	3636
33	UPI00242D4B13	IPR029058	40	356
34	UPI00243B3D21	IPR029058	11	227
35	UPI0023E2022F	IPR029058	4	68
36	UPI0024B8527C	IPR029058	93	402
37	UPI00247FB01A	IPR029058	15	220
38	UPI00241A933D	IPR029058	2	240
39	UPI002468DA0B	IPR029058	13	280
40	UPI00246A61DA	IPR029058	551	795
41	UPI0024A649DB	IPR029058	12	214
42	UPI00242E691B	IPR029058	492	753
43	UPI0024B9019E	IPR029058	58	309
44	UPI002491A27E	IPR029058	299	671
45	UPI00253B77DF	IPR029058	48	191
46	UPI0024A1087C	IPR029058	3	218
47	UPI002455C9C9	IPR029058	14	291
48	UPI00249742F6	IPR029058	42	185
49	UPI00240EEDEE	IPR029058	5	311
50	UPI002436759D	IPR029058	35	336
51	UPI0023F44BB6	IPR029058	15	254
52	UPI0024C6131A	IPR029058	19	282
53	UPI00242A4AAD	IPR029058	4	285
54	UPI00246594FD	IPR029058	14	269
55	UPI0023DDB579	IPR029058	4	278
56	UPI0024164DD5	IPR029058	3	261
57	UPI0024AB3B4B	IPR029058	60	485
58	UPI0025789A5E	IPR029058	5	285
59	UPI00255AC9CE	IPR010126	53	177
60	UPI00255AC9CE	IPR029058	46	295
61	UPI00244EEBF4	IPR029058	31	544
62	UPI002441621D	IPR029058	10	290
63	UPI0024B05BE7	IPR029058	2	222
64	UPI0024C147EF	IPR029058	2111	2375
65	UPI0025595677	IPR029058	134	469
66	UPI002544579D	IPR029058	31	459
67	UPI0023E59F76	IPR029058	60	289
68	UPI0024DFF88E	IPR029058	25	259
69	UPI00248BB105	IPR029058	43	308
70	UPI0025633079	IPR029058	2	137
71	UPI0024A8B662	IPR029058	17	297
72	UPI00243861AF	IPR029058	3	279
73	UPI0024DAEC1A	IPR029058	18	109
74	UPI0024469A7E	IPR029058	20	270
75	UPI0024CED6E6	IPR029058	464	824
76	UPI0024CED6E6	IPR029058	56	378
77	UPI0024CE395D	IPR029058	153	302
78	UPI00255BB01E	IPR029058	24	340
79	UPI0024934ACE	IPR029058	2	255
80	UPI00245E87AA	IPR029058	1	127
81	UPI00243253F2	IPR029058	46	413
82	UPI0023FFFF6D	IPR029058	4	180
83	UPI0023E27602	IPR029058	88	389
84	UPI0023E53BD4	IPR029058	18	88
85	UPI00244C3C0D	IPR029058	21	261
86	UPI0023F0BCBD	IPR029058	175	340
87	UPI0024B680B0	IPR029058	77	301
88	UPI0023E7C30F	IPR029058	2676	2944
89	UPI0024DDA899	IPR029058	398	666
90	UPI0025703B20	IPR029058	3	429
91	UPI002447DE91	IPR029058	242	512
92	UPI00249FBFCD	IPR029058	11	257
93	UPI0024A5D1AA	IPR029058	28	406
94	UPI002569E845	IPR029058	40	263
95	UPI0023EA467B	IPR029058	433	616
96	UPI0024946CD2	IPR029058	11	304
97	UPI00244E79DE	IPR029058	7	476
98	UPI00254F1896	IPR029058	14	519
99	UPI0025554CB1	IPR029058	23	272
100	UPI002435F506	IPR029058	52	614
101	UPI002458394E	IPR029058	79	415
102	UPI00256B0B52	IPR029058	5	241
103	UPI0023F0F618	IPR029058	29	341
104	UPI00255069E3	IPR029058	54	232
105	UPI002559194B	IPR029058	7	201
106	UPI00246D4949	IPR029058	48	240
107	UPI002435B8A9	IPR029058	33	299
