	Protein	Domain	Start	Stop
1	UPI00225AC49E	IPR010259	58	106
2	UPI00225AC49E	IPR000209	149	378
3	UPI00225AC49E	IPR036852	122	382
4	UPI00248B390E	IPR000209	65	316
5	UPI00248B390E	IPR036852	48	327
6	UPI00253E203C	IPR036852	54	501
7	UPI00253E203C	IPR000209	199	455
8	UPI00226FE3BE	IPR000209	129	440
9	UPI00226FE3BE	IPR036852	111	452
10	UPI00221ACFA6	IPR036852	3	217
11	UPI00221ACFA6	IPR000209	2	214
12	UPI002571D332	IPR000209	139	424
13	UPI002571D332	IPR036852	122	438
14	UPI00240CFAB9	IPR000209	79	363
15	UPI00240CFAB9	IPR036852	68	399
16	UPI00227E1F6F	IPR036852	141	439
17	UPI00227E1F6F	IPR000209	146	431
18	UPI002452BB6A	IPR000209	35	500
19	UPI002452BB6A	IPR036852	27	518
20	UPI0024357EC2	IPR010259	46	144
21	UPI0024357EC2	IPR036852	169	669
22	UPI0024357EC2	IPR000209	173	657
23	UPI0024169631	IPR000209	82	345
24	UPI0024169631	IPR036852	59	377
25	UPI0024DEA8FB	IPR036852	130	617
26	UPI0024DEA8FB	IPR000209	143	608
27	UPI00228B5993	IPR036852	32	424
28	UPI00228B5993	IPR000209	67	376
29	UPI00256CDBE5	IPR010259	126	160
30	UPI00256CDBE5	IPR000209	192	588
31	UPI00256CDBE5	IPR036852	128	703
32	UPI0022219977	IPR036852	173	411
33	UPI0022219977	IPR000209	192	400
34	UPI0025710EB7	IPR000209	153	505
35	UPI0025710EB7	IPR036852	135	514
36	UPI002428D5B1	IPR000209	117	323
37	UPI002428D5B1	IPR036852	106	649
38	UPI002428D5B1	IPR000209	469	623
39	UPI0024E15371	IPR036852	200	493
40	UPI0024E15371	IPR000209	218	484
41	UPI0024599138	IPR036852	8	209
42	UPI0024599138	IPR000209	9	199
43	UPI0022BA8E2E	IPR000209	109	405
44	UPI0022BA8E2E	IPR036852	72	422
45	UPI0024DD819A	IPR010259	22	69
46	UPI0024C5ADFA	IPR036852	83	186
47	UPI0024C5ADFA	IPR010259	6	43
48	UPI0024C5ADFA	IPR000209	106	183
49	UPI00254B25E3	IPR000209	38	367
50	UPI00254B25E3	IPR036852	37	383
51	UPI00247E6E4B	IPR000209	88	351
52	UPI00247E6E4B	IPR036852	71	363
53	UPI002274B58C	IPR010259	33	111
54	UPI002274B58C	IPR000209	147	627
55	UPI002274B58C	IPR036852	134	636
56	UPI00245EA3CE	IPR036852	94	372
57	UPI00245EA3CE	IPR000209	112	367
58	UPI00225273F7	IPR036852	71	390
59	UPI00225273F7	IPR000209	88	378
60	UPI002264FCC4	IPR036852	38	327
61	UPI002264FCC4	IPR000209	56	307
62	UPI0024374372	IPR000209	350	595
63	UPI0024374372	IPR036852	369	613
64	UPI002218B29E	IPR000209	28	323
65	UPI002218B29E	IPR036852	2	334
66	UPI0025624C89	IPR036852	1	63
67	UPI0025624C89	IPR000209	1	63
68	UPI00247AFB60	IPR036852	181	598
69	UPI00247AFB60	IPR000209	254	503
70	UPI0024306A11	IPR036852	21	288
71	UPI0024306A11	IPR000209	40	271
72	UPI0024C10855	IPR000209	84	419
73	UPI0024C10855	IPR036852	66	428
74	UPI00241FA5FA	IPR000209	86	252
75	UPI00241FA5FA	IPR036852	24	526
76	UPI00241FA5FA	IPR000209	634	871
77	UPI00241FA5FA	IPR036852	576	1077
78	UPI00241FA5FA	IPR000209	948	1030
79	UPI00241FA5FA	IPR000209	388	508
80	UPI00243E5117	IPR000209	167	449
81	UPI00243E5117	IPR036852	135	464
82	UPI00243E7382	IPR000209	53	210
83	UPI00243E7382	IPR036852	50	225
84	UPI00240EC738	IPR010259	33	112
85	UPI00240EC738	IPR000209	141	585
86	UPI00240EC738	IPR036852	112	616
87	UPI00228445F8	IPR000209	58	321
88	UPI00228445F8	IPR036852	40	332
89	UPI0024E0ACF7	IPR036852	152	383
90	UPI0024E0ACF7	IPR000209	161	385
91	UPI0022B68679	IPR000209	135	358
92	UPI0022B68679	IPR036852	104	361
93	UPI0022B68679	IPR010259	30	96
94	UPI0024170E51	IPR000209	189	622
95	UPI0024170E51	IPR036852	182	634
96	UPI00222E4BA7	IPR036852	36	349
97	UPI00222E4BA7	IPR000209	53	321
98	UPI00245C13E5	IPR036852	9	167
