	Protein	Domain	Start	Stop
1	UPI00242008C2	IPR005674	10	604
2	UPI00242008C2	IPR000383	13	292
3	UPI00242008C2	IPR013736	339	595
4	UPI002474415F	IPR000383	23	274
5	UPI002474415F	IPR005674	21	500
6	UPI002474415F	IPR013736	303	514
7	UPI0023917719	IPR002018	2	499
8	UPI0023E057D6	IPR002018	22	506
9	UPI0023EA74FB	IPR013736	336	549
10	UPI0023EA74FB	IPR000383	27	307
11	UPI0023EA74FB	IPR005674	27	396
12	UPI00255F6AEF	IPR002018	361	457
13	UPI00255F6AEF	IPR002018	28	323
14	UPI002449F7ED	IPR002018	9	51
15	UPI0025667AA4	IPR002018	2	496
16	UPI00255416FD	IPR002018	6	456
17	UPI002477A4DB	IPR013736	344	583
18	UPI002477A4DB	IPR005674	64	231
19	UPI002477A4DB	IPR000383	66	239
20	UPI00247F77FE	IPR002018	2	512
21	UPI0024B01A07	IPR002018	63	541
22	UPI00248A621E	IPR000383	60	185
23	UPI0024C4FFE1	IPR002018	24	562
24	UPI0025453990	IPR002018	41	548
25	UPI0024351B3E	IPR002018	33	469
26	UPI00239D2743	IPR002018	433	539
27	UPI00239D2743	IPR002018	47	386
28	UPI002477899B	IPR002018	29	430
29	UPI0024B547F0	IPR002018	16	579
30	UPI00244DD875	IPR002018	40	544
31	UPI0023FB3E7C	IPR002018	5	397
32	UPI0023FB3E7C	IPR002018	415	477
33	UPI0024C9AAFD	IPR002018	26	543
34	UPI0025707384	IPR002018	25	515
35	UPI002396D901	IPR013736	307	530
36	UPI002396D901	IPR000383	24	273
37	UPI002396D901	IPR005674	21	537
38	UPI0024347F65	IPR013736	422	529
39	UPI0024347F65	IPR000383	66	207
40	UPI00237C490E	IPR002018	30	564
41	UPI00239EF27E	IPR013736	341	603
42	UPI00239EF27E	IPR000383	21	296
43	UPI00239EF27E	IPR005674	17	607
44	UPI002434DA31	IPR002018	27	532
45	UPI0023F8537A	IPR002018	30	175
46	UPI002490CED8	IPR000383	45	326
47	UPI002490CED8	IPR013736	371	593
48	UPI002490CED8	IPR005674	42	610
49	UPI00236A7F90	IPR000383	1	94
50	UPI0023DFB517	IPR013736	318	530
51	UPI0023DFB517	IPR000383	31	292
52	UPI0023DFB517	IPR005674	27	538
53	UPI002419AC77	IPR002018	43	162
54	UPI002419AC77	IPR002018	176	538
