	Protein	Domain	Start	Stop
1	UPI0023568DA0	IPR005674	272	758
2	UPI0023568DA0	IPR000383	268	495
3	UPI0022292B23	IPR013736	395	639
4	UPI0022292B23	IPR005674	63	639
5	UPI0022292B23	IPR000383	67	351
6	UPI00239DD59F	IPR000383	47	216
7	UPI00227DFEDC	IPR002018	6	455
8	UPI0023DA6879	IPR002018	4	481
9	UPI0022315605	IPR002018	31	344
10	UPI0022315605	IPR002018	374	487
11	UPI0023A288DA	IPR002018	26	311
12	UPI0022507AC8	IPR002018	43	528
13	UPI00225B5FF6	IPR002018	9	493
14	UPI00231512D1	IPR000383	22	154
15	UPI00238A7A20	IPR000383	18	268
16	UPI00238A7A20	IPR013736	378	506
17	UPI00238A7A20	IPR005674	15	496
18	UPI0022FEACB7	IPR002018	21	510
19	UPI0023831D53	IPR005674	52	639
20	UPI0023831D53	IPR000383	55	344
21	UPI0023831D53	IPR013736	389	635
22	UPI0022F6A275	IPR002018	20	156
23	UPI002380794B	IPR002018	52	626
24	UPI0023CEA2A1	IPR000383	26	138
25	UPI00225E1A38	IPR002018	32	504
26	UPI0022E564FE	IPR002018	13	234
27	UPI00235DC278	IPR013736	381	627
28	UPI00235DC278	IPR005674	72	634
29	UPI00235DC278	IPR000383	76	345
30	UPI00225458E7	IPR002018	5	468
31	UPI0022B060D7	IPR013736	390	646
32	UPI0022B060D7	IPR000383	58	359
33	UPI0022B060D7	IPR005674	55	651
34	UPI0023B999AB	IPR002018	17	495
35	UPI00236FABBE	IPR013736	178	315
36	UPI0022A54B7C	IPR002018	3	237
37	UPI0023A48CD6	IPR002018	19	533
38	UPI002318E790	IPR002018	44	521
39	UPI0022497FBA	IPR002018	28	504
40	UPI0023121CE4	IPR000383	23	274
41	UPI0023121CE4	IPR005674	21	510
42	UPI0023121CE4	IPR013736	304	521
43	UPI0022ED8716	IPR002018	1	345
44	UPI002318225C	IPR000383	53	353
45	UPI002318225C	IPR013736	374	582
46	UPI002305F080	IPR002018	17	497
47	UPI002366FCF1	IPR000383	69	201
48	UPI00238E5B8D	IPR002018	31	473
49	UPI0022BDDF9E	IPR002018	3	410
50	UPI0022FDAD33	IPR000383	50	295
51	UPI0022FDAD33	IPR005674	46	236
52	UPI0022FDAD33	IPR005674	232	559
53	UPI0022FDAD33	IPR013736	325	555
54	UPI0023AC27D6	IPR002018	38	553
55	UPI00234AA492	IPR005674	9	604
56	UPI00234AA492	IPR013736	341	598
57	UPI00234AA492	IPR000383	12	292
58	UPI0022CC6950	IPR002018	90	200
59	UPI0022A1133E	IPR002018	20	514
60	UPI0022B00D22	IPR013736	385	617
61	UPI0022B00D22	IPR000383	49	334
62	UPI0022B00D22	IPR005674	46	620
63	UPI0023A80D54	IPR002018	26	554
64	UPI0023C403A5	IPR000383	57	295
65	UPI00224F8E60	IPR002018	29	481
66	UPI0022A125FA	IPR000383	14	263
67	UPI002231CCAB	IPR002018	31	537
68	UPI00237254EF	IPR000383	28	144
69	UPI0023762BCE	IPR000383	42	340
70	UPI0023762BCE	IPR005674	39	625
71	UPI0023762BCE	IPR013736	387	617
72	UPI00239C4BD0	IPR013736	336	573
73	UPI00239C4BD0	IPR000383	15	297
74	UPI00239C4BD0	IPR005674	11	580
75	UPI00224879A7	IPR005674	142	630
76	UPI00224879A7	IPR013736	388	627
77	UPI00224879A7	IPR000383	44	342
78	UPI00230DF989	IPR002018	2	203
79	UPI00230DF989	IPR002018	253	363
80	UPI00223CAFD1	IPR013736	438	542
81	UPI00223CAFD1	IPR000383	101	306
82	UPI00227CE2F4	IPR002018	29	492
83	UPI00232885B9	IPR013736	400	608
84	UPI00232885B9	IPR000383	79	379
85	UPI002323198D	IPR013736	254	399
86	UPI002323198D	IPR000383	29	203
87	UPI0022CAC2FB	IPR000383	31	338
88	UPI0022CAC2FB	IPR013736	445	579
89	UPI0022CAC2FB	IPR005674	27	585
90	UPI0022A74CD0	IPR002018	2	521
91	UPI00230A4686	IPR002018	2	64
92	UPI0022515AB1	IPR013736	317	506
93	UPI0022515AB1	IPR000383	48	286
94	UPI0022515AB1	IPR005674	49	356
95	UPI0023833DFB	IPR000383	22	262
96	UPI0023833DFB	IPR013736	306	543
97	UPI0023833DFB	IPR005674	27	548
98	UPI00239F51B7	IPR000383	107	406
99	UPI00222226DC	IPR013736	345	627
100	UPI00222226DC	IPR000383	24	299
101	UPI00222226DC	IPR005674	476	630
102	UPI00222226DC	IPR005674	20	432
103	UPI00235DBAAF	IPR005674	66	655
104	UPI00235DBAAF	IPR000383	69	358
105	UPI00235DBAAF	IPR013736	402	650
106	UPI0023858982	IPR002018	31	352
107	UPI0022A6E8D1	IPR002018	23	544
108	UPI0023A00ED6	IPR013736	65	216
109	UPI0023A00ED6	IPR005674	64	222
110	UPI002305ED5B	IPR002018	352	464
111	UPI002305ED5B	IPR002018	32	330
112	UPI0023D2F203	IPR013736	330	566
113	UPI0023D2F203	IPR000383	40	294
114	UPI0023D2F203	IPR005674	37	573
115	UPI00222ACDCA	IPR013736	395	638
116	UPI00222ACDCA	IPR000383	65	350
117	UPI00222ACDCA	IPR005674	61	643
118	UPI00228DF298	IPR000383	45	158
119	UPI0023A2B7BC	IPR000383	81	336
120	UPI0023A2B7BC	IPR013736	414	523
121	UPI0023A2B7BC	IPR005674	81	409
122	UPI00238FB0E3	IPR000383	20	295
123	UPI00238FB0E3	IPR013736	336	622
124	UPI00238FB0E3	IPR005674	16	422
125	UPI00238FB0E3	IPR005674	472	628
126	UPI00236871F1	IPR002018	193	232
127	UPI00230E4CB3	IPR000383	53	353
128	UPI00230E4CB3	IPR013736	374	582
129	UPI0022A9402D	IPR002018	4	471
130	UPI002324B923	IPR002018	178	223
131	UPI00223F578D	IPR002018	5	457
132	UPI002276E6FA	IPR002018	7	328
133	UPI002276E6FA	IPR002018	353	474
134	UPI00235B0F87	IPR002018	2200	2718
135	UPI00232E441C	IPR013736	527	751
136	UPI00232E441C	IPR000383	184	501
137	UPI002299C05F	IPR002018	35	383
138	UPI002299C05F	IPR002018	405	536
139	UPI002276A558	IPR002018	3	483
140	UPI00236701C6	IPR002018	4	228
141	UPI00231DBF70	IPR002018	26	513
142	UPI002308A117	IPR000383	1	169
143	UPI002308A117	IPR013736	195	416
144	UPI002308A117	IPR005674	1	234
145	UPI0022DFA5B7	IPR002018	31	543
146	UPI00226A4B7F	IPR002018	50	534
147	UPI00228B2DB1	IPR013736	325	555
148	UPI00228B2DB1	IPR000383	50	295
149	UPI00228B2DB1	IPR005674	46	559
150	UPI00238DD6FD	IPR002018	433	539
151	UPI00238DD6FD	IPR002018	47	386
152	UPI0022BEEEC1	IPR000383	42	315
153	UPI0022BEEEC1	IPR013736	350	576
154	UPI0022BEEEC1	IPR005674	38	388
155	UPI0022BEEEC1	IPR005674	400	582
156	UPI002253E57F	IPR000383	58	295
157	UPI002253E57F	IPR013736	326	515
158	UPI00237ACC55	IPR002018	36	540
159	UPI0022882572	IPR000383	23	194
160	UPI002383B6E0	IPR000383	41	138
