	Protein	Domain	Start	Stop
1	UPI0024DB682C	IPR029058	55	366
2	UPI0024C98AFE	IPR029058	39	308
3	UPI002489ECB8	IPR029058	29	239
4	UPI002460F42C	IPR029058	33	252
5	UPI00256D7BC1	IPR029058	221	447
6	UPI002490506C	IPR029058	8	282
7	UPI002546FE52	IPR029058	25	452
8	UPI00255D47DB	IPR002921	123	166
9	UPI00255D47DB	IPR029058	116	167
10	UPI0025401E32	IPR029058	201	603
11	UPI002499DFF1	IPR029058	73	283
12	UPI0025456E67	IPR029058	4	205
13	UPI00254CFD03	IPR029058	2	91
14	UPI002476CA7C	IPR029058	9	324
15	UPI0024920D76	IPR029058	1863	2130
16	UPI0024B64605	IPR029058	134	267
17	UPI00249A4590	IPR029058	51	485
18	UPI0024B76E5B	IPR029058	17	173
19	UPI0024BAFA30	IPR029058	248	559
20	UPI00238F52E4	IPR029058	28	264
21	UPI00255B2011	IPR029058	197	386
22	UPI0024B42A23	IPR029058	100	371
23	UPI00236FA72E	IPR029058	42	301
24	UPI00236856F6	IPR029058	565	823
25	UPI0024C3A6B0	IPR029058	1	276
26	UPI0023883657	IPR029058	15	314
27	UPI002476EB98	IPR029058	73	365
28	UPI002564F53D	IPR029058	66	432
29	UPI002564F53D	IPR029058	146	549
30	UPI0024CED667	IPR029058	24	292
31	UPI0024A1D91C	IPR029058	8	277
32	UPI0024A309A4	IPR029058	8	380
33	UPI002362DF92	IPR029058	4	239
34	UPI002542BD69	IPR029058	5	281
35	UPI0024DE7CA9	IPR029058	124	351
36	UPI002565A3F9	IPR029058	14	318
37	UPI00257814B1	IPR029058	12	291
38	UPI0023702292	IPR029058	36	106
39	UPI0024A4EA9A	IPR029058	5	495
40	UPI00249F26FF	IPR029058	6	258
41	UPI0024D75F5A	IPR002921	104	181
42	UPI0024D75F5A	IPR029058	55	202
43	UPI0024689DA4	IPR029058	71	352
44	UPI0024BBB848	IPR029058	9	499
45	UPI0024B9B192	IPR029058	1	244
46	UPI0024807969	IPR029058	112	275
47	UPI00255AF00C	IPR029058	2095	2353
48	UPI0024792225	IPR029058	20	270
49	UPI0023696D48	IPR029058	56	290
50	UPI0024B325A7	IPR029058	96	433
51	UPI00247486B2	IPR029058	6	276
52	UPI00255722F9	IPR029058	7	97
53	UPI002466F800	IPR043595	145	438
54	UPI002466F800	IPR029058	145	322
55	UPI002466F800	IPR010126	157	298
56	UPI00246FA850	IPR029058	36	235
57	UPI0024D69981	IPR029058	77	363
58	UPI00238A0961	IPR029058	5	289
59	UPI00257673C8	IPR029058	414	655
60	UPI00254CCD22	IPR029058	35	303
61	UPI0024DEF63D	IPR029058	3	224
62	UPI0024961B69	IPR029058	7	223
63	UPI002475B181	IPR029058	4	257
64	UPI0024D6EA7B	IPR002921	248	275
65	UPI0024D6EA7B	IPR029058	104	358
66	UPI00235C4D0E	IPR029058	7	227
67	UPI0024752FD3	IPR029058	16	233
68	UPI00255BA0BE	IPR029058	14	204
69	UPI00256CEAA1	IPR029058	197	483
70	UPI002363FDE0	IPR029058	58	377
71	UPI002576D665	IPR029058	4	263
72	UPI00257019DC	IPR029058	8	286
73	UPI00248C7988	IPR029058	84	439
74	UPI0024D25D34	IPR029058	29	188
75	UPI00247976E4	IPR029058	11	283
76	UPI00246846BF	IPR029058	400	661
77	UPI002485B2C8	IPR029058	81	356
78	UPI002460E2B7	IPR029058	2	151
79	UPI0025747A5D	IPR029058	12	262
80	UPI0025642E94	IPR029058	9	265
81	UPI0024DD2260	IPR029058	4	276
82	UPI00247CC363	IPR029058	105	300
83	UPI002467B25C	IPR029058	24	534
84	UPI00237229E7	IPR029058	2	367
85	UPI0024A9A50C	IPR029058	73	282
86	UPI0024CC255F	IPR029058	25	286
87	UPI002477F4FF	IPR029058	106	450
88	UPI0023604FBB	IPR029058	46	303
89	UPI00249F9988	IPR029058	14	243
90	UPI00248447B7	IPR029058	1	64
91	UPI0024D094F1	IPR029058	3	265
92	UPI0024806B7E	IPR029058	3	174
93	UPI00255C9F8E	IPR029058	29	189
94	UPI0024BA71EA	IPR029058	15	298
95	UPI0023992095	IPR029058	8	352
96	UPI002370945F	IPR029058	66	275
97	UPI0024AEC86B	IPR029058	15	253
98	UPI00248D4081	IPR029058	62	313
99	UPI00255B1897	IPR029058	27	525
100	UPI00239439D8	IPR029058	209	370
101	UPI00256A9F5F	IPR029058	11	287
102	UPI0024C7B7E3	IPR002921	111	277
103	UPI0024C7B7E3	IPR029058	28	340
104	UPI0024B83701	IPR029058	151	405
105	UPI002476C15C	IPR029058	71	297
106	UPI0024BBC3A7	IPR029058	24	370
107	UPI0024BB35C3	IPR029058	51	313
108	UPI00237BF8E4	IPR029058	47	326
109	UPI0024CE1890	IPR029058	448	661
110	UPI00255162CA	IPR029058	2137	2401
111	UPI00255404E8	IPR029058	8	225
112	UPI0024D60B62	IPR029058	38	429
113	UPI0024D2ED4C	IPR029058	6	258
114	UPI0025519492	IPR029058	45	316
115	UPI0024D9954B	IPR029058	85	405
116	UPI0024AC9CBB	IPR029058	41	350
117	UPI00249A4626	IPR029058	55	348
118	UPI0024A0EE8B	IPR029058	143	287
119	UPI00248D9AB2	IPR029058	38	325
120	UPI0024883779	IPR029058	90	357
121	UPI002492BEFC	IPR029058	28	399
122	UPI0024BE814D	IPR029058	439	708
123	UPI00249F1765	IPR029058	2056	2341
124	UPI0024C3A81B	IPR029058	1	259
125	UPI0025688715	IPR029058	593	757
126	UPI00249D80B5	IPR029058	34	366
127	UPI0024D18C3D	IPR029058	33	467
128	UPI00255B8A42	IPR029058	2	283
129	UPI0024A67F82	IPR029058	2	165
130	UPI0025786F64	IPR029058	8	387
131	UPI00239849BD	IPR029058	252	415
132	UPI0025598EE0	IPR029058	94	380
133	UPI0023860E63	IPR029058	3	237
134	UPI00255BADBB	IPR029058	47	317
135	UPI0025757E65	IPR029058	29	240
136	UPI00236C8F15	IPR029058	22	285
137	UPI0024BF52AA	IPR029058	18	278
138	UPI002492865A	IPR029058	120	273
139	UPI0024953F85	IPR029058	24	215
140	UPI0025480614	IPR029058	64	305
141	UPI00249A6C55	IPR029058	3	252
142	UPI0024A7BEB8	IPR029058	86	319
143	UPI00245EA674	IPR029058	5	211
144	UPI00248FE783	IPR029058	2	394
145	UPI0024615911	IPR029058	113	328
146	UPI00248D19A1	IPR029058	727	810
