	Protein	Domain	Start	Stop
1	UPI0025713126	IPR036852	1	78
2	UPI00247042FB	IPR000209	154	347
3	UPI00247042FB	IPR036852	101	347
4	UPI00238920D5	IPR036852	85	391
5	UPI00238920D5	IPR000209	89	383
6	UPI0023B90F3E	IPR000209	265	505
7	UPI0023B90F3E	IPR036852	246	515
8	UPI0023626307	IPR036852	165	657
9	UPI0024A5BDFB	IPR000209	154	384
10	UPI0024A5BDFB	IPR010259	52	121
11	UPI0024A5BDFB	IPR036852	47	392
12	UPI00256BF030	IPR010259	131	181
13	UPI00256BF030	IPR036852	146	231
14	UPI0023E59067	IPR000209	3	282
15	UPI0023E59067	IPR036852	2	316
16	UPI0025574008	IPR036852	66	334
17	UPI0025574008	IPR000209	97	323
18	UPI00239FEEB6	IPR000209	323	613
19	UPI00239FEEB6	IPR036852	313	623
20	UPI002372E49F	IPR036852	91	362
21	UPI002372E49F	IPR000209	113	353
22	UPI00244F1482	IPR000209	258	527
23	UPI00244F1482	IPR036852	214	539
24	UPI002375B8D3	IPR036852	94	424
25	UPI002375B8D3	IPR000209	161	413
26	UPI0024940F3E	IPR000209	194	449
27	UPI0024940F3E	IPR036852	176	467
28	UPI00236C1AB6	IPR000209	272	597
29	UPI00236C1AB6	IPR036852	264	605
30	UPI0024970689	IPR000209	743	997
31	UPI0024970689	IPR036852	566	1046
32	UPI0024177C2D	IPR036852	383	679
33	UPI0024177C2D	IPR000209	401	678
34	UPI0023EDAA3C	IPR036852	225	498
35	UPI0023EDAA3C	IPR000209	227	486
36	UPI00255361A5	IPR036852	209	541
37	UPI0023CE2300	IPR000209	124	622
38	UPI0023CE2300	IPR036852	118	634
39	UPI0024A0541A	IPR000209	128	348
40	UPI0024A0541A	IPR036852	47	415
41	UPI0024B6AD27	IPR036852	388	552
42	UPI0024833DE2	IPR000209	12	253
43	UPI0024833DE2	IPR036852	2	274
44	UPI002462AC7E	IPR000209	93	313
45	UPI002462AC7E	IPR036852	74	333
46	UPI00243A245A	IPR010259	25	127
47	UPI00243A245A	IPR000209	154	635
48	UPI00243A245A	IPR036852	129	679
49	UPI0024B6ADCF	IPR036852	142	432
50	UPI0024B6ADCF	IPR000209	160	404
