	Protein	Domain	Start	Stop
1	UPI00236B3D5D	IPR029058	67	288
2	UPI00236FDBD8	IPR029058	85	330
3	UPI0022AA66F6	IPR029058	84	430
4	UPI0022E689BF	IPR029058	47	490
5	UPI0023C85CFE	IPR029058	449	708
6	UPI0022FD7F6A	IPR029058	73	329
7	UPI0022D923DF	IPR029058	126	703
8	UPI0022D923DF	IPR029058	169	349
9	UPI0023B69494	IPR029058	4	215
10	UPI0022217CE8	IPR029058	4	184
11	UPI0023568DA0	IPR029058	221	559
12	UPI0022CAAB9A	IPR029058	9	252
13	UPI0022F29543	IPR029058	4	234
14	UPI0022807C40	IPR029058	83	308
15	UPI0023D334B4	IPR029058	53	316
16	UPI00239B56CA	IPR029058	20	222
17	UPI0022BDC2D7	IPR029058	413	666
18	UPI0023B6BEB1	IPR029058	55	341
19	UPI0022292B23	IPR029058	55	414
20	UPI002392E020	IPR029058	24	245
21	UPI0023679E63	IPR029058	47	177
22	UPI0023B2D524	IPR029058	10	330
23	UPI002384B39F	IPR011118	37	553
24	UPI002384B39F	IPR011118	82	553
25	UPI002384B39F	IPR029058	139	244
26	UPI00222E31D6	IPR029058	1	59
27	UPI00234DBB99	IPR029058	396	652
28	UPI002292F4FF	IPR029058	43	184
29	UPI0023C5A430	IPR029058	1	56
30	UPI0023092ADF	IPR029058	497	738
31	UPI00229FBBDA	IPR029058	14	219
32	UPI002301FE5B	IPR029058	36	223
33	UPI00239DD59F	IPR029058	34	328
34	UPI00222A9B9E	IPR029058	3	190
35	UPI00224D855B	IPR029058	36	281
36	UPI0022C59BBF	IPR011118	73	534
37	UPI0022C59BBF	IPR029058	106	478
38	UPI0022C59BBF	IPR011118	46	544
39	UPI00221F8C94	IPR029058	28	301
40	UPI0022B8023E	IPR010126	36	116
41	UPI0022B8023E	IPR029058	48	114
42	UPI0023281F01	IPR029058	98	350
43	UPI0022EE1B11	IPR029058	62	351
44	UPI0022150FBB	IPR029058	103	383
45	UPI0023874FAB	IPR029058	41	316
46	UPI00239BE85A	IPR029058	31	314
47	UPI002371C7FD	IPR029058	373	622
48	UPI0022C409E4	IPR029058	358	595
49	UPI0022C9C3A9	IPR029058	437	693
50	UPI0022EC823F	IPR029058	34	253
51	UPI00238B8212	IPR029058	90	332
52	UPI0022BD7C0E	IPR029058	4	239
53	UPI002366D1E1	IPR029058	371	601
54	UPI002273301A	IPR029058	37	254
55	UPI0023B7D4B9	IPR029058	222	373
56	UPI0022D4E596	IPR029058	5	137
57	UPI00228EC5AB	IPR029058	10	303
58	UPI002228F289	IPR029058	298	493
59	UPI00227DFEDC	IPR029058	2	452
60	UPI00239E30B2	IPR029058	25	290
61	UPI002321FD54	IPR029058	70	361
62	UPI00222626FF	IPR029058	104	342
63	UPI002251FDEC	IPR029058	7	304
64	UPI0022E98404	IPR029058	73	347
65	UPI0022D97B02	IPR029058	9	138
66	UPI00223D0F89	IPR029058	34	239
67	UPI002330E417	IPR029058	26	272
68	UPI00223C9FF8	IPR002921	128	223
