	Protein	Domain	Start	Stop
1	UPI002484450D	IPR029058	2	228
2	UPI0024CABE03	IPR029058	127	411
3	UPI002548939C	IPR029058	16	532
4	UPI00230BC6F5	IPR029058	3	254
5	UPI00249F3FA3	IPR029058	8	266
6	UPI0024A7CFDA	IPR029058	373	614
7	UPI00254FD334	IPR029058	52	382
8	UPI002336CDB9	IPR029058	41	245
9	UPI002577808F	IPR029058	71	297
10	UPI0024C34092	IPR029058	98	354
11	UPI00234538E9	IPR029058	58	501
12	UPI0024C12803	IPR029058	21	293
13	UPI00255C25C6	IPR029058	7	340
14	UPI0022DCB1C7	IPR029058	204	388
15	UPI00255F035F	IPR029058	29	293
16	UPI0024D3AA35	IPR029058	8	236
17	UPI00253CD7CC	IPR029058	35	289
18	UPI0022CA6048	IPR029058	49	237
19	UPI0022D7746A	IPR029058	204	510
20	UPI0023126CA4	IPR029058	60	292
21	UPI00255E475F	IPR029058	121	323
22	UPI00254C8311	IPR029058	4	273
23	UPI0024BE48D7	IPR029058	196	465
24	UPI00232D1C45	IPR029058	5	267
25	UPI0024C748E8	IPR029058	5	294
26	UPI00247594CC	IPR029058	3	215
27	UPI0025734EAA	IPR029058	33	312
28	UPI0025644163	IPR029058	134	328
29	UPI00233ECE29	IPR029058	1	273
30	UPI0024BE7846	IPR029058	57	346
31	UPI00254A635F	IPR029058	139	411
32	UPI0023172BC8	IPR029058	13	255
33	UPI00255ABF1F	IPR011118	104	228
34	UPI00255ABF1F	IPR029058	108	392
35	UPI00233E9EC3	IPR029058	110	365
36	UPI0024DE6000	IPR029058	13	251
37	UPI0022C98AFD	IPR029058	51	367
38	UPI0022BDB3DD	IPR029058	3	253
39	UPI002561063C	IPR029058	68	250
40	UPI0022C70CDD	IPR029058	188	472
41	UPI0025564470	IPR029058	4047	4305
42	UPI0024B00012	IPR029058	1	262
43	UPI0022DF8DA0	IPR029058	402	657
44	UPI002578469E	IPR029058	6	199
45	UPI0023503D94	IPR029058	91	358
46	UPI0023008CA7	IPR029058	446	686
47	UPI0024DA403D	IPR029058	2	296
48	UPI00249B0C69	IPR029058	15	248
49	UPI0024A2FCC0	IPR029058	341	588
50	UPI002558508F	IPR029058	16	156
51	UPI0024633750	IPR029058	28	521
52	UPI00232A6BFB	IPR029058	77	409
53	UPI00256F6E7C	IPR029058	782	974
54	UPI0024C4FE1E	IPR029058	12	513
55	UPI0024AB0D08	IPR029058	9	97
56	UPI0024B1025A	IPR029058	3	256
