	Protein	Domain	Start	Stop
1	UPI002373AA46	IPR000209	2	117
2	UPI002373AA46	IPR036852	2	156
3	UPI0024B73ECB	IPR036852	24	461
4	UPI0024B73ECB	IPR000209	171	446
5	UPI0024D194D2	IPR036852	232	592
6	UPI0023DFD7AA	IPR000209	79	312
7	UPI0023DFD7AA	IPR036852	58	327
8	UPI00239F24E1	IPR036852	94	303
9	UPI00239F24E1	IPR000209	158	285
10	UPI00254E9752	IPR000209	198	393
11	UPI00254E9752	IPR036852	110	450
12	UPI00255BFD07	IPR036852	208	540
13	UPI002390A985	IPR036852	71	427
14	UPI002390A985	IPR000209	98	418
15	UPI002544213D	IPR010259	37	115
16	UPI002544213D	IPR036852	114	626
17	UPI002544213D	IPR000209	138	601
18	UPI0024BCEF20	IPR000209	181	638
19	UPI0024BCEF20	IPR036852	164	647
20	UPI00235D9F71	IPR036852	143	427
21	UPI00235D9F71	IPR000209	169	413
22	UPI0024935971	IPR010259	56	139
23	UPI0024935971	IPR000209	176	382
24	UPI0024935971	IPR036852	155	382
25	UPI002467179F	IPR000209	460	597
26	UPI002467179F	IPR000209	117	321
27	UPI002467179F	IPR036852	105	608
28	UPI002570118F	IPR000209	239	492
29	UPI002570118F	IPR036852	223	505
30	UPI00254694C7	IPR036852	204	564
31	UPI002568E2B4	IPR000209	100	372
32	UPI002568E2B4	IPR036852	86	393
33	UPI0023D97822	IPR036852	82	378
34	UPI0023D97822	IPR000209	103	368
35	UPI00256BB289	IPR036852	100	607
36	UPI00256BB289	IPR000209	131	572
37	UPI00256BB289	IPR010259	28	98
38	UPI0025792B5D	IPR010259	79	163
39	UPI0025792B5D	IPR036852	162	671
40	UPI0025792B5D	IPR000209	188	638
41	UPI0024CB9983	IPR036852	166	436
42	UPI0024CB9983	IPR000209	170	429
43	UPI0024642BE2	IPR000209	442	549
44	UPI0024642BE2	IPR036852	101	555
45	UPI0024642BE2	IPR000209	168	319
46	UPI00247B4245	IPR000209	150	595
47	UPI00247B4245	IPR010259	41	124
48	UPI00247B4245	IPR036852	124	631
49	UPI00254D17C9	IPR000209	174	614
50	UPI00254D17C9	IPR036852	157	626
51	UPI002565D4BD	IPR010259	25	95
52	UPI002565D4BD	IPR000209	128	550
53	UPI002565D4BD	IPR036852	97	555
54	UPI002557D831	IPR000209	3	231
55	UPI002557D831	IPR036852	5	254
56	UPI00254E35F3	IPR000209	90	375
57	UPI00254E35F3	IPR036852	77	385
58	UPI00249FD736	IPR036852	155	659
59	UPI00249FD736	IPR010259	51	149
60	UPI00249FD736	IPR000209	181	629
61	UPI00247B5916	IPR036852	90	416
62	UPI00255CA011	IPR036852	50	343
63	UPI00255CA011	IPR000209	68	334
64	UPI0024CF4BF4	IPR036852	6	309
65	UPI0024CF4BF4	IPR000209	7	301
66	UPI00255BB9A1	IPR000209	157	448
67	UPI00255BB9A1	IPR036852	143	459
68	UPI002549C2E7	IPR036852	77	363
69	UPI002549C2E7	IPR000209	85	345
70	UPI00248B5520	IPR036852	180	431
71	UPI00248B5520	IPR000209	181	408
72	UPI0023DEB4A2	IPR000209	76	353
73	UPI0023DEB4A2	IPR036852	63	363
74	UPI0024E15AA5	IPR036852	70	390
75	UPI0024E15AA5	IPR000209	89	367
76	UPI0024B18796	IPR000209	286	481
77	UPI0024B18796	IPR036852	184	542
78	UPI0023E615E7	IPR036852	9	451
79	UPI0023E615E7	IPR000209	31	425
80	UPI00254EF552	IPR000209	208	663
81	UPI00254EF552	IPR010259	64	141
82	UPI00254EF552	IPR036852	192	673
83	UPI0024700298	IPR036852	135	466
84	UPI0024700298	IPR000209	168	452
85	UPI00253F64A6	IPR000209	310	479
86	UPI00253F64A6	IPR036852	194	544
87	UPI0024633236	IPR000209	17	97
88	UPI0024633236	IPR036852	4	122
89	UPI002390016A	IPR036852	235	590
90	UPI00254F2784	IPR036852	3	373
91	UPI00254F2784	IPR000209	105	373
92	UPI00247B3A2C	IPR000209	39	427
93	UPI00247B3A2C	IPR036852	34	450
94	UPI002474DB72	IPR036852	36	313
95	UPI002474DB72	IPR000209	53	304
96	UPI0025640CDA	IPR036852	6	388
97	UPI0025640CDA	IPR000209	4	368
98	UPI0024CFFC12	IPR036852	101	606
99	UPI0024CFFC12	IPR000209	130	579
100	UPI0024CFFC12	IPR010259	24	102
101	UPI0024BB6666	IPR036852	15	526
102	UPI0024BB6666	IPR000209	40	494
103	UPI0024687097	IPR036852	92	528
104	UPI0024687097	IPR000209	305	529
105	UPI0024687097	IPR000209	107	158
106	UPI002559C46D	IPR000209	217	503
107	UPI002559C46D	IPR036852	163	514
108	UPI002559C46D	IPR010259	68	178
109	UPI0023B16BD6	IPR036852	113	423
110	UPI0023B16BD6	IPR000209	160	410
111	UPI00257914FB	IPR000209	174	395
112	UPI00257914FB	IPR036852	130	418
113	UPI002576C008	IPR000209	121	434
114	UPI002576C008	IPR036852	117	498
115	UPI0025710E35	IPR010259	63	159
116	UPI0023C3F3AD	IPR000209	444	569
117	UPI0023C3F3AD	IPR000209	119	305
118	UPI0023C3F3AD	IPR036852	107	576
119	UPI00255F1E09	IPR036852	192	568
120	UPI00255F1E09	IPR000209	205	538
121	UPI002464E768	IPR000209	1	113
122	UPI002464E768	IPR036852	1	162
123	UPI00253E595E	IPR010259	25	127
124	UPI00253E595E	IPR036852	129	677
125	UPI00253E595E	IPR000209	154	636
126	UPI0023D1810F	IPR036852	15	111
127	UPI0023D1810F	IPR000209	13	85
128	UPI002565394C	IPR036852	59	121
129	UPI0025482F7C	IPR010259	30	115
130	UPI0025482F7C	IPR036852	5	694
131	UPI0025482F7C	IPR000209	147	630
132	UPI0025557AEF	IPR000209	84	419
133	UPI0025557AEF	IPR036852	66	430
134	UPI0024D8D2C4	IPR000209	144	587
135	UPI0024D8D2C4	IPR036852	117	620
136	UPI0024D8D2C4	IPR010259	33	118
137	UPI002398AD38	IPR000209	176	443
138	UPI002398AD38	IPR036852	149	444
139	UPI002557964B	IPR010259	29	125
140	UPI002557964B	IPR036852	145	658
141	UPI002557964B	IPR000209	157	637
142	UPI0023D185F2	IPR000209	171	364
143	UPI0023D185F2	IPR036852	146	372
144	UPI0023D185F2	IPR010259	41	144
145	UPI00247EF6BE	IPR000209	244	503
146	UPI00247EF6BE	IPR036852	230	512
147	UPI0024A7E3FD	IPR036852	41	404
148	UPI0024A7E3FD	IPR000209	59	394
149	UPI002579352F	IPR010259	4	68
150	UPI002579352F	IPR000209	92	539
151	UPI002579352F	IPR036852	67	575
152	UPI0024CE144F	IPR000209	321	570
153	UPI0024CE144F	IPR036852	84	597
154	UPI0024979F2D	IPR000209	139	413
155	UPI0024979F2D	IPR036852	121	422
156	UPI002575CA05	IPR036852	115	432
157	UPI002575CA05	IPR000209	118	418
158	UPI002556615F	IPR000209	211	502
159	UPI002556615F	IPR036852	191	522
160	UPI00257838A1	IPR036852	71	400
161	UPI00257838A1	IPR000209	88	391
162	UPI0024CB9309	IPR036852	100	403
163	UPI0024CB9309	IPR000209	115	380
164	UPI0023D57C56	IPR036852	2	213
165	UPI0023D57C56	IPR000209	2	211
166	UPI0024D8E23A	IPR000209	120	348
167	UPI0024D8E23A	IPR036852	98	351
168	UPI0023892BB1	IPR036852	32	462
169	UPI0023892BB1	IPR000209	49	379
170	UPI00249DD531	IPR036852	40	314
171	UPI00249DD531	IPR000209	58	306
172	UPI002474153A	IPR036852	226	639
