	Protein	Domain	Start	Stop
1	UPI00232F02CB	IPR000209	25	297
2	UPI00232F02CB	IPR036852	10	320
3	UPI0025533B09	IPR036852	123	549
4	UPI0025533B09	IPR000209	146	335
5	UPI0025533B09	IPR000209	471	538
6	UPI0024D5DA03	IPR000209	109	253
7	UPI0024D5DA03	IPR036852	80	262
8	UPI0025673D99	IPR000209	350	601
9	UPI0025673D99	IPR036852	315	633
10	UPI0022F738C0	IPR000209	265	565
11	UPI0022F738C0	IPR036852	255	651
12	UPI0022AB9933	IPR000209	97	561
13	UPI0022AB9933	IPR036852	79	573
14	UPI00254C17BE	IPR000209	175	645
15	UPI00254C17BE	IPR036852	165	705
16	UPI0024AEFA2D	IPR036852	137	650
17	UPI0024AEFA2D	IPR000209	246	583
18	UPI0025543F6B	IPR000209	455	686
19	UPI0025543F6B	IPR036852	455	732
20	UPI0024A0B13F	IPR036852	94	354
21	UPI0024A0B13F	IPR000209	129	350
22	UPI0022FCE1ED	IPR000209	303	479
23	UPI0022FCE1ED	IPR036852	191	540
24	UPI002259F6B2	IPR000209	107	354
25	UPI002259F6B2	IPR036852	95	368
26	UPI00225B0301	IPR000209	221	485
27	UPI00225B0301	IPR036852	203	494
28	UPI002301BC0B	IPR036852	423	696
29	UPI002301BC0B	IPR000209	423	663
30	UPI0024B6B433	IPR000209	86	316
31	UPI0024B6B433	IPR036852	66	330
32	UPI002318CA69	IPR000209	98	508
33	UPI002318CA69	IPR036852	87	552
34	UPI002264CCD4	IPR000209	273	605
35	UPI002264CCD4	IPR036852	255	620
36	UPI0022CCCB14	IPR000209	184	411
37	UPI0022CCCB14	IPR036852	167	414
38	UPI0022BE8FB9	IPR000209	21	166
39	UPI0022BE8FB9	IPR036852	21	169
40	UPI0022384D57	IPR036852	313	648
41	UPI0022384D57	IPR000209	414	624
42	UPI00227E2391	IPR010259	55	165
43	UPI00227E2391	IPR000209	203	489
44	UPI00227E2391	IPR036852	184	502
45	UPI0022787A64	IPR010259	23	101
46	UPI0022787A64	IPR036852	134	632
47	UPI0022787A64	IPR000209	139	623
48	UPI0022B0E57B	IPR000209	64	541
49	UPI0022B0E57B	IPR036852	59	565
50	UPI0022FDCEE9	IPR036852	938	1272
51	UPI0022FDCEE9	IPR000209	976	1236
52	UPI0024A41CD7	IPR000209	222	483
53	UPI0024A41CD7	IPR036852	204	492
54	UPI0022528BBD	IPR000209	144	439
55	UPI0022528BBD	IPR036852	124	477
56	UPI002217884B	IPR036852	5	91
57	UPI002217884B	IPR000209	3	83
58	UPI0022B0EFC7	IPR036852	102	429
59	UPI0022B0EFC7	IPR000209	138	389
60	UPI00227F0CCF	IPR000209	212	498
61	UPI00227F0CCF	IPR010259	66	174
62	UPI00227F0CCF	IPR036852	160	509
63	UPI002292A41C	IPR000209	213	485
64	UPI002292A41C	IPR036852	182	504
65	UPI002311917E	IPR036852	2226	2622
66	UPI002311917E	IPR000209	2267	2575
67	UPI0022B02106	IPR000209	190	484
68	UPI0022B02106	IPR036852	170	511
69	UPI0022FE30D3	IPR000209	594	813
70	UPI0022FE30D3	IPR036852	581	837
71	UPI002318CEC8	IPR000209	83	409
72	UPI002318CEC8	IPR036852	64	417
73	UPI00229ABCE6	IPR000209	9	113
74	UPI00229ABCE6	IPR036852	9	135
75	UPI002544CF81	IPR010259	43	165
76	UPI002544CF81	IPR000209	190	677
77	UPI002544CF81	IPR036852	165	719
78	UPI00222169FB	IPR000209	2	168
79	UPI00222169FB	IPR036852	2	191
80	UPI002275733C	IPR036852	316	646
81	UPI00224B4D46	IPR000209	242	485
82	UPI00224B4D46	IPR000209	94	150
83	UPI00224B4D46	IPR036852	76	495
84	UPI0025522147	IPR036852	163	524
85	UPI0025522147	IPR000209	179	477
86	UPI00225A97ED	IPR036852	243	637
87	UPI002328C346	IPR036852	305	402
88	UPI00232967EB	IPR036852	112	443
89	UPI00232967EB	IPR000209	146	429
90	UPI0022771AFA	IPR000209	124	384
91	UPI0022771AFA	IPR036852	39	413
92	UPI0023146E34	IPR000209	80	420
93	UPI0023146E34	IPR036852	33	437
94	UPI00225732AA	IPR036852	219	504
95	UPI00225732AA	IPR000209	234	494
96	UPI00256D76BA	IPR036852	104	457
97	UPI00256D76BA	IPR000209	111	436
98	UPI002550E3F3	IPR000209	156	424
99	UPI002550E3F3	IPR036852	149	449
100	UPI0022DCC209	IPR036852	206	533
101	UPI0022DCC209	IPR000209	241	519
102	UPI0025554023	IPR000209	74	342
103	UPI0025554023	IPR036852	57	355
104	UPI00223EC065	IPR036852	937	1271
105	UPI00223EC065	IPR000209	975	1235
106	UPI00221155FA	IPR036852	2	216
107	UPI00221155FA	IPR000209	15	214
108	UPI00228341BE	IPR000209	196	658
109	UPI00228341BE	IPR036852	181	669
110	UPI002270B270	IPR000209	3	169
111	UPI002270B270	IPR036852	3	170
112	UPI00255671D7	IPR000209	177	610
113	UPI00255671D7	IPR036852	170	618
114	UPI0024C94D67	IPR000209	32	149
115	UPI0024C94D67	IPR036852	29	163
116	UPI00223F9A9C	IPR036852	272	654
117	UPI00223F9A9C	IPR000209	272	638
118	UPI002554A7AA	IPR010259	130	194
119	UPI002554A7AA	IPR000209	226	766
120	UPI002554A7AA	IPR036852	221	775
121	UPI0022C8F4A7	IPR036852	176	500
122	UPI0022C8F4A7	IPR000209	210	488
123	UPI002559E298	IPR000209	93	392
124	UPI002559E298	IPR036852	88	392
125	UPI0022AA9705	IPR000209	142	367
126	UPI0022AA9705	IPR010259	69	109
127	UPI0022AA9705	IPR036852	113	366
128	UPI0022A0E6E1	IPR000209	420	726
129	UPI0022A0E6E1	IPR036852	395	738
130	UPI00223E53BB	IPR036852	265	662
131	UPI00223E53BB	IPR000209	346	585
132	UPI00229F81C9	IPR010259	39	139
133	UPI00229F81C9	IPR036852	153	345
134	UPI00229F81C9	IPR000209	170	316
135	UPI00233998E4	IPR036852	86	523
136	UPI00233998E4	IPR000209	275	475
137	UPI0024BCFB2C	IPR036852	164	647
138	UPI0024BCFB2C	IPR000209	181	638
139	UPI0024B594FA	IPR000209	113	356
140	UPI0024B594FA	IPR036852	93	364
141	UPI002210CA75	IPR000209	2	291
142	UPI002210CA75	IPR036852	1	326
143	UPI00233DDC28	IPR010259	29	107
144	UPI00233DDC28	IPR000209	130	582
145	UPI00233DDC28	IPR036852	106	594
146	UPI002322224D	IPR036852	109	377
147	UPI002322224D	IPR000209	142	349
148	UPI002322224D	IPR010259	38	102
149	UPI00231138C1	IPR036852	90	566
150	UPI00231138C1	IPR000209	111	541
151	UPI0024B0AA7C	IPR036852	23	318
152	UPI0024B0AA7C	IPR000209	33	308
153	UPI00224E33CA	IPR000209	200	631
154	UPI00224E33CA	IPR036852	188	639
155	UPI0024AF90BE	IPR000209	39	277
156	UPI0024AF90BE	IPR036852	32	292
157	UPI0024DB29F6	IPR036852	180	537
158	UPI002263CF67	IPR036852	109	431
159	UPI002263CF67	IPR000209	127	402
160	UPI0022B67DC8	IPR000209	153	378
161	UPI0022B67DC8	IPR010259	52	118
162	UPI0022B67DC8	IPR036852	128	382
163	UPI00225E2198	IPR036852	178	515
164	UPI00225E2198	IPR000209	194	488
165	UPI002211B4FB	IPR036852	616	705
166	UPI0023148642	IPR000209	196	419
167	UPI0023148642	IPR036852	105	439
168	UPI0023148642	IPR010259	36	122
169	UPI00254A8067	IPR000209	141	625
170	UPI00254A8067	IPR036852	129	637
171	UPI00254A8067	IPR010259	14	109
172	UPI0022B7FB26	IPR010259	37	107
173	UPI0022B7FB26	IPR000209	138	367
174	UPI0022B7FB26	IPR036852	116	368
175	UPI00249B51EC	IPR000209	91	360
176	UPI00249B51EC	IPR036852	86	371
177	UPI0024DA78F7	IPR010259	37	112
178	UPI0024DA78F7	IPR000209	137	584
179	UPI0024DA78F7	IPR036852	111	596
180	UPI00249FB710	IPR036852	104	478
181	UPI0022C730C8	IPR036852	173	479
182	UPI0022C730C8	IPR000209	226	472
183	UPI00249BF964	IPR000209	229	491
184	UPI00249BF964	IPR036852	211	501
185	UPI0025468C90	IPR000209	148	361
186	UPI0025468C90	IPR010259	35	113
187	UPI0025468C90	IPR036852	124	377
188	UPI00232DAC31	IPR000209	25	214
189	UPI00232DAC31	IPR036852	13	244
190	UPI002335CD1B	IPR036852	13	220
191	UPI00254672FC	IPR036852	155	488
192	UPI00254672FC	IPR000209	193	476
193	UPI0022EF1838	IPR036852	184	469
194	UPI0022EF1838	IPR000209	201	449
195	UPI002303DD37	IPR036852	37	319
196	UPI002303DD37	IPR000209	54	310
197	UPI0024CF22A3	IPR000209	150	595
198	UPI0024CF22A3	IPR036852	130	604
199	UPI0024CF22A3	IPR010259	51	128
200	UPI0022FB0035	IPR000209	246	321
201	UPI0022FB0035	IPR036852	222	321
202	UPI0024AFBA1D	IPR036852	172	657
203	UPI0024AFBA1D	IPR010259	97	159
204	UPI0024AFBA1D	IPR000209	187	648
205	UPI00249DAAB3	IPR036852	93	429
206	UPI00249DAAB3	IPR000209	112	418
207	UPI0022401ADD	IPR036852	138	620
208	UPI0022401ADD	IPR000209	199	535
209	UPI002327B866	IPR000209	237	463
210	UPI002327B866	IPR036852	205	471
211	UPI00253D0018	IPR010259	41	116
212	UPI00224CC2B0	IPR036852	266	514
213	UPI00224CC2B0	IPR000209	266	509
214	UPI002295FDC9	IPR036852	93	233
215	UPI0022EF6513	IPR036852	4	128
216	UPI0022BCC55A	IPR000209	181	405
217	UPI0022BCC55A	IPR036852	178	406
218	UPI0022B2E710	IPR000209	103	416
219	UPI0022B2E710	IPR036852	63	473
220	UPI00230ECEAB	IPR000209	147	399
221	UPI00230ECEAB	IPR036852	135	457
222	UPI00224673D1	IPR000209	146	400
223	UPI00224673D1	IPR036852	115	439
224	UPI00230161ED	IPR000209	231	458
225	UPI00230161ED	IPR036852	208	464
226	UPI002346EF8C	IPR000209	1	33
227	UPI002346EF8C	IPR036852	1	73
228	UPI0025635ACA	IPR000209	193	548
229	UPI0025635ACA	IPR010259	32	163
230	UPI0025635ACA	IPR036852	190	567
231	UPI0022DBEBC7	IPR010259	42	109
232	UPI0022DBEBC7	IPR000209	152	373
233	UPI0022DBEBC7	IPR036852	116	381
234	UPI0022CA3FCC	IPR036852	8	174
235	UPI0022C562F8	IPR000209	633	859
236	UPI0022C562F8	IPR036852	632	861
237	UPI0022B2E2E2	IPR036852	74	499
238	UPI0022B2E2E2	IPR000209	87	422
239	UPI002225A170	IPR036852	56	348
240	UPI002225A170	IPR000209	73	338
241	UPI00255F8D5B	IPR000209	68	355
242	UPI00255F8D5B	IPR036852	66	390
243	UPI0022C6668C	IPR036852	42	316
244	UPI0022C6668C	IPR000209	60	308
245	UPI002281EE51	IPR036852	31	430
246	UPI002281EE51	IPR000209	148	420
247	UPI002257B7B5	IPR000209	161	373
248	UPI002257B7B5	IPR036852	77	432
249	UPI00249D4D9E	IPR036852	74	546
250	UPI00249D4D9E	IPR010259	17	74
251	UPI00249D4D9E	IPR000209	96	534
252	UPI002231526B	IPR036852	118	452
253	UPI002250099C	IPR000209	163	438
254	UPI002250099C	IPR036852	146	468
255	UPI0022B2A0D8	IPR036852	3	265
256	UPI0022B2A0D8	IPR000209	10	255
257	UPI0024907AB1	IPR000209	130	332
258	UPI0024907AB1	IPR036852	113	321
259	UPI0023263DD5	IPR036852	237	643
260	UPI00222B90AE	IPR036852	145	418
261	UPI00222B90AE	IPR000209	165	405
262	UPI002345FF14	IPR036852	26	346
263	UPI002345FF14	IPR000209	142	342
264	UPI002345FF14	IPR010259	34	109
265	UPI002281FCAE	IPR036852	75	598
266	UPI002281FCAE	IPR010259	57	142
267	UPI002281FCAE	IPR000209	180	586
268	UPI0022A83E5A	IPR000209	168	442
269	UPI0022A83E5A	IPR036852	141	442
270	UPI00225943F5	IPR036852	246	636
271	UPI0022CC2CB2	IPR000209	23	298
272	UPI0022CC2CB2	IPR036852	18	346
273	UPI0025763E37	IPR036852	70	477
274	UPI0025763E37	IPR000209	125	456
275	UPI00232737A4	IPR000209	269	512
276	UPI00232737A4	IPR000209	81	133
277	UPI00232737A4	IPR036852	65	518
278	UPI00253EF962	IPR000209	321	638
279	UPI00253EF962	IPR036852	305	653
280	UPI0024D820B6	IPR036852	2	485
281	UPI0024D820B6	IPR000209	52	449
282	UPI00222D4E1F	IPR000209	342	605
283	UPI00222D4E1F	IPR036852	322	615
284	UPI00249558D1	IPR036852	10	292
285	UPI00249558D1	IPR000209	10	278
286	UPI00228EB657	IPR000209	9	128
287	UPI00228EB657	IPR036852	12	130
288	UPI00228B65AB	IPR000209	145	377
289	UPI00228B65AB	IPR036852	117	374
290	UPI00228B65AB	IPR010259	43	113
291	UPI00224F3BA6	IPR000209	350	678
292	UPI00224F3BA6	IPR036852	344	683
293	UPI00228575C5	IPR000209	76	385
294	UPI00228575C5	IPR036852	55	396
295	UPI00226C51CA	IPR036852	127	467
296	UPI00226C51CA	IPR000209	141	442
297	UPI00224AAF2F	IPR000209	95	337
298	UPI00224AAF2F	IPR036852	77	346
299	UPI002497D2C3	IPR000209	170	454
300	UPI002497D2C3	IPR036852	134	465
301	UPI0024A020CA	IPR036852	92	374
302	UPI0024A020CA	IPR000209	109	364
303	UPI00233700F7	IPR036852	143	497
304	UPI00233700F7	IPR000209	185	458
305	UPI00221578A1	IPR036852	109	376
