	Protein	Domain	Start	Stop
1	UPI002548939C	IPR002018	16	518
2	UPI00255C25C6	IPR000383	26	276
3	UPI00255C25C6	IPR013736	305	525
4	UPI00255C25C6	IPR005674	26	507
5	UPI0022C98AFD	IPR002018	51	366
6	UPI0024633750	IPR002018	27	509
7	UPI0024C4FE1E	IPR002018	11	512
8	UPI0024BAC829	IPR013736	356	549
9	UPI0024BAC829	IPR005674	49	417
10	UPI0024BAC829	IPR000383	49	327
11	UPI00253F7F80	IPR013736	363	467
12	UPI00253F7F80	IPR000383	79	257
13	UPI00253F7F80	IPR005674	79	252
14	UPI0022F4DCE7	IPR002018	8	148
15	UPI00232B4C1F	IPR013736	322	520
16	UPI00232B4C1F	IPR000383	18	281
17	UPI00232B4C1F	IPR005674	16	544
18	UPI0024A6D266	IPR005674	63	232
19	UPI0024A6D266	IPR013736	340	580
20	UPI0024A6D266	IPR000383	66	255
21	UPI0024C095D0	IPR002018	556	1066
22	UPI0024C095D0	IPR002018	1082	1593
23	UPI0024C095D0	IPR002018	30	540
24	UPI0024C095D0	IPR002018	1610	2121
25	UPI00253EA5C5	IPR002018	3	76
26	UPI00255744D1	IPR000383	130	329
27	UPI00255744D1	IPR013736	397	595
28	UPI0024B2DAD1	IPR002018	75	517
29	UPI0024BB7762	IPR002018	5	441
30	UPI00256D3FAF	IPR002018	2	326
31	UPI0023324D11	IPR002018	1	284
32	UPI002302C61F	IPR013736	390	620
33	UPI002302C61F	IPR005674	42	628
34	UPI002302C61F	IPR000383	45	343
35	UPI0022F3C34B	IPR000383	17	138
36	UPI002553D27E	IPR000383	65	330
37	UPI002553D27E	IPR005674	65	232
38	UPI002553D27E	IPR013736	357	598
39	UPI0024E13EA3	IPR002018	23	510
40	UPI002549501D	IPR013736	147	286
41	UPI0025474518	IPR013736	78	307
42	UPI00255D1067	IPR002018	44	589
43	UPI0024C4FA8C	IPR002018	24	562
44	UPI00247703C3	IPR000383	475	591
45	UPI00254459DC	IPR002018	2	174
46	UPI00231261E4	IPR002018	33	534
47	UPI00230F726E	IPR002018	39	578
48	UPI00230022D0	IPR002018	29	362
49	UPI00230022D0	IPR002018	385	495
50	UPI00232E250E	IPR002018	7	486
51	UPI00253C58C5	IPR002018	1	146
52	UPI0024AFD609	IPR002018	354	475
53	UPI0024AFD609	IPR002018	7	327
54	UPI002553BD9E	IPR002018	26	534
55	UPI0022EF9F26	IPR002018	33	522
56	UPI0024BA598D	IPR013736	474	581
57	UPI0024BA598D	IPR000383	60	314
58	UPI0022E0B9F5	IPR002018	4	349
59	UPI0022E0B9F5	IPR002018	362	469
60	UPI0025475475	IPR002018	37	541
61	UPI0022C800C9	IPR002018	31	355
62	UPI00255ADF4F	IPR005674	36	372
63	UPI00255ADF4F	IPR013736	324	534
64	UPI00255ADF4F	IPR000383	39	293
65	UPI002481FD98	IPR013736	322	503
66	UPI002481FD98	IPR000383	27	287
67	UPI002481FD98	IPR005674	24	501
68	UPI00249310C7	IPR000383	67	330
69	UPI0025550A26	IPR002018	364	461
70	UPI0025550A26	IPR002018	26	341
71	UPI0022FE872A	IPR002018	177	658
72	UPI0024C4D7ED	IPR002018	2	514
73	UPI002317C557	IPR002018	16	452
74	UPI0022D4D016	IPR002018	33	354
75	UPI00248456CA	IPR002018	31	512
76	UPI00254779FF	IPR000383	65	203
77	UPI002470DF87	IPR002018	5	210
78	UPI002470DF87	IPR002018	226	459
79	UPI0024A5C80A	IPR002018	31	324
80	UPI0022E9BB19	IPR000383	31	130
81	UPI0024CE446C	IPR013736	69	293
82	UPI0024CE446C	IPR005674	8	276
83	UPI0022C73D46	IPR002018	21	529
84	UPI0023197CB4	IPR002018	143	644
85	UPI0024A12AF6	IPR013736	68	278
86	UPI0024773673	IPR002018	85	493
87	UPI0022EC221D	IPR002018	133	678
88	UPI0024D5ED96	IPR002018	174	664
89	UPI002340FC06	IPR000383	55	329
90	UPI002340FC06	IPR013736	457	557
91	UPI0022EB7745	IPR013736	383	582
92	UPI0022EB7745	IPR000383	62	356
93	UPI0022EB7745	IPR005674	269	563
94	UPI002576C9B7	IPR000383	17	165
95	UPI002578D422	IPR002018	61	581
96	UPI00249CCB3F	IPR002018	3	219
97	UPI00249CCB3F	IPR002018	327	438
98	UPI0022F3A5A2	IPR013736	38	193
99	UPI0022F3A5A2	IPR005674	3	201
100	UPI0025668DFF	IPR002018	20	517
101	UPI0025596D40	IPR013736	294	530
102	UPI0025596D40	IPR005674	1	535
103	UPI0025596D40	IPR000383	3	256
104	UPI0024DD9050	IPR002018	38	490
105	UPI00254B9EC1	IPR002018	14	512
106	UPI00257380E6	IPR002018	2	448
107	UPI0024A053A8	IPR002018	16	140
108	UPI0022C10568	IPR002018	346	459
109	UPI0022C10568	IPR002018	25	343
110	UPI0024963D99	IPR002018	19	529
111	UPI00255AD814	IPR002018	14	498
112	UPI00246F9544	IPR002018	1	355
113	UPI0024D24E34	IPR002018	28	511
114	UPI00255CDE68	IPR002018	52	626
115	UPI00234AA63D	IPR000383	10	290
116	UPI00234AA63D	IPR013736	338	596
117	UPI00234AA63D	IPR005674	6	602
118	UPI002498E792	IPR002018	7	414
119	UPI002556376E	IPR002018	205	504
120	UPI002556376E	IPR002018	599	650
121	UPI0024D32BB7	IPR002018	6	484
122	UPI0024A99FE4	IPR013736	320	511
123	UPI0024A99FE4	IPR005674	22	494
124	UPI0024A99FE4	IPR000383	22	273
125	UPI00254AE33D	IPR000383	33	300
126	UPI0024D828FA	IPR002018	43	511
127	UPI00256EE703	IPR002018	7	459
128	UPI002467F698	IPR002018	33	619
129	UPI0022C07F51	IPR013736	337	548
130	UPI0022C07F51	IPR000383	30	312
131	UPI0022C07F51	IPR005674	27	377
132	UPI0024E0537E	IPR002018	40	560
133	UPI0025552D61	IPR002018	30	530
134	UPI00246452B3	IPR013736	298	509
135	UPI00246452B3	IPR005674	14	502
136	UPI00246452B3	IPR000383	16	262
137	UPI002496FBDD	IPR000383	50	277
138	UPI002496FBDD	IPR005674	46	226
139	UPI0025493D40	IPR002018	43	553
140	UPI002545A130	IPR013736	340	539
141	UPI002545A130	IPR005674	40	536
142	UPI002545A130	IPR000383	43	312
143	UPI00247F38A4	IPR002018	47	595
144	UPI0024A9A8C0	IPR005674	20	370
145	UPI0024A9A8C0	IPR000383	23	272
146	UPI0024A9A8C0	IPR013736	303	571
147	UPI0024BA4198	IPR013736	353	545
148	UPI0024BA4198	IPR000383	45	326
149	UPI0024BA4198	IPR005674	45	397
150	UPI002544F8D8	IPR002018	37	546
151	UPI00254766CE	IPR000383	36	289
152	UPI00254766CE	IPR013736	337	579
153	UPI00254766CE	IPR005674	35	403
154	UPI002309B16D	IPR000383	74	374
155	UPI002309B16D	IPR013736	395	603
156	UPI002483DB58	IPR013736	355	569
157	UPI002483DB58	IPR005674	98	549
158	UPI002483DB58	IPR000383	54	322
159	UPI0023252D66	IPR002018	31	344
160	UPI002324523D	IPR002018	6	431
161	UPI002570EE9C	IPR013736	353	596
162	UPI002570EE9C	IPR000383	53	326
163	UPI00254A68E7	IPR013736	543	787
164	UPI00254A68E7	IPR000383	199	516
165	UPI0024D66C02	IPR002018	30	505
166	UPI0024C50025	IPR002018	6	230
167	UPI0024AA9C1C	IPR002018	4	324
168	UPI0024AA9C1C	IPR002018	389	483
