	Protein	Domain	Start	Stop
1	UPI002349DA58	IPR000209	34	296
2	UPI002349DA58	IPR036852	2	328
3	UPI0024DCCB4D	IPR000209	5	157
4	UPI0024DCCB4D	IPR036852	9	175
5	UPI00253D344E	IPR010259	26	111
6	UPI00253D344E	IPR036852	111	623
7	UPI00253D344E	IPR000209	139	594
8	UPI002422C45D	IPR036852	2	410
9	UPI0023C460E7	IPR000209	161	359
10	UPI0023C460E7	IPR000209	507	664
11	UPI0023C460E7	IPR036852	158	679
12	UPI00242333E1	IPR036852	138	418
13	UPI00242333E1	IPR000209	155	409
14	UPI0024139765	IPR036852	3	271
15	UPI0024139765	IPR000209	6	263
16	UPI0023ECE97C	IPR036852	171	533
17	UPI0023C78BB9	IPR000209	20	267
18	UPI0023C78BB9	IPR036852	4	272
19	UPI00243B3D4E	IPR036852	61	542
20	UPI00243B3D4E	IPR000209	174	444
21	UPI00253D814B	IPR036852	3	239
22	UPI00253D814B	IPR000209	3	223
23	UPI00240F927C	IPR036852	246	631
24	UPI0023690B0F	IPR036852	147	499
25	UPI0023690B0F	IPR000209	163	486
26	UPI002378DF14	IPR036852	182	692
27	UPI002378DF14	IPR010259	72	165
28	UPI002378DF14	IPR000209	202	681
29	UPI0025471BD0	IPR000209	177	492
30	UPI0025471BD0	IPR036852	172	519
31	UPI00241FA743	IPR000209	85	386
32	UPI00241FA743	IPR036852	68	396
33	UPI0023AC02D1	IPR010259	34	110
34	UPI0023AC02D1	IPR000209	131	568
35	UPI0023AC02D1	IPR036852	109	587
36	UPI00246C3605	IPR036852	57	170
37	UPI002377FF3D	IPR036852	40	129
38	UPI0024A5D9F4	IPR000209	198	458
39	UPI0024A5D9F4	IPR036852	182	468
40	UPI00255262D9	IPR036852	4	177
41	UPI00255262D9	IPR000209	16	177
42	UPI0023FEBD91	IPR000209	317	364
43	UPI0023FEBD91	IPR010259	52	124
44	UPI0023FEBD91	IPR036852	148	368
45	UPI002370AB64	IPR000209	49	311
46	UPI002370AB64	IPR036852	27	352
47	UPI00247E2268	IPR036852	94	517
48	UPI00247E2268	IPR000209	401	513
49	UPI00247E2268	IPR000209	148	280
50	UPI0024093678	IPR000209	207	487
