	Protein	Domain	Start	Stop
1	UPI0023CD843A	IPR029058	5	252
2	UPI0024A15362	IPR029058	83	409
3	UPI0023C5141A	IPR029058	28	271
4	UPI0025777867	IPR029058	58	274
5	UPI0023DD863F	IPR029058	8	132
6	UPI0023CDF781	IPR029058	76	169
7	UPI0024C143A1	IPR029058	494	763
8	UPI00254C16C7	IPR029058	2	254
9	UPI0024080348	IPR029058	33	307
10	UPI00243ABB2F	IPR029058	78	339
11	UPI0024BD0C14	IPR029058	6	262
12	UPI002445512C	IPR010126	24	162
13	UPI002445512C	IPR029058	13	247
14	UPI0024A59963	IPR029058	5	251
15	UPI0024E202A4	IPR029058	4	213
16	UPI002461ECB9	IPR029058	417	669
17	UPI0024169D9B	IPR029058	3	261
18	UPI0024A0313A	IPR029058	217	334
19	UPI002436DEFA	IPR029058	9	185
20	UPI0023E2A8E4	IPR029058	341	447
21	UPI0024317D90	IPR029058	18	178
22	UPI00246E9748	IPR029058	2	233
23	UPI0024355652	IPR029058	443	684
24	UPI0024910CC1	IPR029058	15	349
25	UPI002472EC45	IPR029058	18	273
26	UPI00243DE5DE	IPR029058	9	259
27	UPI00256AC7EC	IPR029058	72	491
28	UPI0023BE0EBC	IPR029058	5	108
29	UPI0023BAE18C	IPR029058	2	238
30	UPI00249FFEEC	IPR029058	9	252
31	UPI002489515D	IPR029058	1050	1291
32	UPI002461EDB7	IPR029058	104	482
33	UPI00246EFAF7	IPR029058	3	260
34	UPI00255C0201	IPR029058	1	98
35	UPI00246AE531	IPR029058	52	488
36	UPI0024A7DA55	IPR029058	1944	2227
37	UPI00249F63D6	IPR029058	72	346
38	UPI0023C92903	IPR029058	21	315
39	UPI0024763C8C	IPR029058	5339	5625
40	UPI0024763C8C	IPR029058	5631	5908
41	UPI002448D768	IPR029058	8	346
42	UPI0024DA19B4	IPR029058	100	462
43	UPI002428CC06	IPR029058	368	666
44	UPI00246B8293	IPR029058	43	321
45	UPI0024679414	IPR029058	86	199
46	UPI002552FBEC	IPR029058	3	255
47	UPI0025521314	IPR029058	484	734
48	UPI0024B259E1	IPR029058	43	263
49	UPI0023E886B0	IPR029058	18	312
50	UPI00245EBE3E	IPR029058	22	189
51	UPI0024A34C72	IPR029058	127	264
52	UPI0024739040	IPR029058	11	207
53	UPI0023A95854	IPR029058	85	383
54	UPI002545CB3A	IPR029058	416	679
55	UPI0024273556	IPR029058	2	349
56	UPI0024756409	IPR029058	493	737
57	UPI0024D5D373	IPR029058	40	389
58	UPI002495089E	IPR029058	23	273
59	UPI0023B9202A	IPR029058	8	299
60	UPI00249BBD59	IPR029058	5	235
61	UPI002416226B	IPR029058	1	283
62	UPI0024A00679	IPR029058	12	234
63	UPI0024673F3F	IPR029058	10	191
64	UPI0024C422A6	IPR029058	1090	1330
65	UPI0025421C3F	IPR029058	82	489
66	UPI0024563603	IPR029058	13	299
67	UPI0023D3D5B1	IPR029058	39	237
68	UPI0023C50A6B	IPR029058	33	220
69	UPI0024777ABC	IPR029058	40	319
70	UPI0024C9DF84	IPR029058	176	539
71	UPI00241FB503	IPR029058	6	162
72	UPI0024C140FB	IPR029058	375	632
73	UPI0024B282F2	IPR029058	1	266
74	UPI0023C90A4D	IPR029058	2	234
75	UPI00239CE693	IPR029058	320	562
76	UPI00249580C3	IPR029058	39	270
77	UPI00245692D5	IPR029058	17	278
78	UPI00248078BF	IPR029058	373	612
79	UPI0023A2A1A3	IPR029058	30	250
80	UPI00248160CB	IPR029058	2	467
81	UPI002453C6AA	IPR029058	2	267
82	UPI0025788689	IPR029058	9	255
83	UPI0024DBDC85	IPR029058	695	847
84	UPI00249251BC	IPR029058	16	223
85	UPI0024945958	IPR029058	428	681
86	UPI0024CEB690	IPR002921	111	250
87	UPI0024CEB690	IPR029058	51	286
88	UPI00240D67C5	IPR029058	5	301
89	UPI002410E054	IPR029058	23	547
90	UPI0024BF8F3A	IPR029058	5	137
91	UPI0023DA282A	IPR029058	17	507
92	UPI002413B530	IPR029058	197	436
93	UPI0023BDD6E9	IPR029058	36	227
94	UPI0023E1B3FE	IPR029058	370	623
95	UPI002455949A	IPR029058	3	230
96	UPI002565A278	IPR029058	6	203
97	UPI00247041FB	IPR029058	2	110
98	UPI0024958911	IPR029058	3	306
99	UPI0024D26206	IPR029058	51	388
100	UPI00248451F4	IPR029058	3	243
101	UPI002496D3BD	IPR029058	66	352
102	UPI00254FB464	IPR029058	66	304
103	UPI00247842D5	IPR029058	23	507
104	UPI00246CE282	IPR029058	13	95
105	UPI0024517489	IPR029058	8	248
106	UPI002431D5E3	IPR029058	9	295
107	UPI0023A5FE94	IPR029058	25	285
108	UPI00248C79FF	IPR029058	3	273
109	UPI00245B5AD2	IPR029058	22	376
110	UPI00240A158E	IPR029058	528	773
111	UPI00245E08B1	IPR029058	10	297
112	UPI00241EE8EF	IPR029058	62	333
113	UPI0023A6FEEE	IPR029058	1868	2126
114	UPI00240F4EB9	IPR029058	205	449
115	UPI0023F1D5FF	IPR029058	13	242
116	UPI00254490EF	IPR029058	6	293
117	UPI0024B620B5	IPR029058	38	282
118	UPI00248E5585	IPR029058	1	272
119	UPI0024BB2A3F	IPR029058	10	254
120	UPI0024804EED	IPR029058	2	70
121	UPI0023D42C43	IPR029058	483	731
122	UPI0024A371E9	IPR029058	97	495
123	UPI0024A6152D	IPR029058	107	367
124	UPI00257027B8	IPR029058	39	262
125	UPI00247D71D4	IPR029058	2898	3152
126	UPI00241E8555	IPR029058	43	273
127	UPI0024B34254	IPR029058	13	205
128	UPI0023F467DB	IPR029058	75	353
129	UPI002483FFE3	IPR029058	29	561
130	UPI0024001631	IPR029058	91	433
131	UPI002456B1E3	IPR029058	9	255
132	UPI00249301E4	IPR029058	51	312
133	UPI0025645FA5	IPR029058	6	274
134	UPI002404FFEE	IPR029058	90	263
135	UPI00245BF9AB	IPR029058	4	295
136	UPI002567EE4F	IPR029058	5	288
137	UPI0023D286B9	IPR029058	92	160
138	UPI002574CD60	IPR029058	8	280
139	UPI002483E94A	IPR029058	28	250
140	UPI00249BE94E	IPR029058	49	304
141	UPI0024166197	IPR029058	74	290
142	UPI00247BB9DB	IPR029058	100	401
143	UPI00242F2FF8	IPR029058	163	399
144	UPI002463EACA	IPR029058	72	292
145	UPI00248A3611	IPR029058	1	270
146	UPI002554796F	IPR029058	12	286
147	UPI0024C19DB7	IPR029058	90	341
148	UPI00248C2D8F	IPR029058	28	288
149	UPI00248FD9F9	IPR029058	443	699
150	UPI0023FA419C	IPR029058	30	313
151	UPI0025650AC9	IPR029058	17	158
152	UPI00239EFC7C	IPR029058	6	257
153	UPI00241C1667	IPR029058	81	430
