	Protein	Domain	Start	Stop
1	UPI0024D47D91	IPR000209	139	582
2	UPI0024D47D91	IPR036852	9	673
3	UPI0024D47D91	IPR010259	35	112
4	UPI00253C863B	IPR000209	132	552
5	UPI00253C863B	IPR010259	49	109
6	UPI00253C863B	IPR036852	109	566
7	UPI00247A0EC3	IPR000209	159	418
8	UPI00247A0EC3	IPR036852	46	632
9	UPI0024A055EC	IPR000209	247	612
10	UPI0024A055EC	IPR036852	190	626
11	UPI0023CA3EED	IPR000209	285	493
12	UPI0023CA3EED	IPR036852	54	536
13	UPI002570AACE	IPR000209	150	423
14	UPI002570AACE	IPR036852	135	472
15	UPI002551C687	IPR036852	54	328
16	UPI002551C687	IPR000209	73	321
17	UPI0024A35C6E	IPR036852	115	457
18	UPI0024A35C6E	IPR000209	168	434
19	UPI0023D89133	IPR000209	246	699
20	UPI0023D89133	IPR036852	230	724
21	UPI0024A5454E	IPR000209	64	315
22	UPI0024A5454E	IPR036852	47	323
23	UPI00257097B6	IPR036852	129	537
24	UPI00257097B6	IPR000209	134	527
25	UPI0024A351FB	IPR036852	111	588
26	UPI0024A351FB	IPR000209	127	560
27	UPI0024892C46	IPR036852	77	380
28	UPI0024892C46	IPR000209	158	380
29	UPI00241DB220	IPR000209	126	317
30	UPI00241DB220	IPR000209	453	568
31	UPI00241DB220	IPR036852	66	569
32	UPI0023D01A14	IPR000209	108	304
33	UPI0023D01A14	IPR036852	105	308
34	UPI00249098F8	IPR000209	172	615
35	UPI00249098F8	IPR010259	50	141
36	UPI00249098F8	IPR036852	170	641
37	UPI0024373E6D	IPR000209	192	474
38	UPI0024373E6D	IPR036852	154	486
39	UPI0024174B33	IPR010259	19	83
40	UPI0024174B33	IPR000209	110	351
41	UPI0024174B33	IPR036852	88	361
42	UPI002474379A	IPR000209	23	311
43	UPI002474379A	IPR036852	11	341
44	UPI0024D3AD46	IPR010259	61	127
45	UPI0024D3AD46	IPR036852	128	677
46	UPI0024D3AD46	IPR000209	153	635
47	UPI0024BEEFFB	IPR000209	208	604
48	UPI0024BEEFFB	IPR036852	175	638
49	UPI002430DADF	IPR036852	121	659
50	UPI002430DADF	IPR000209	276	544
51	UPI0023DA9CCC	IPR000209	7	255
52	UPI0023DA9CCC	IPR036852	2	260
53	UPI002454BD26	IPR000209	198	447
54	UPI002454BD26	IPR036852	144	453
55	UPI0024C391EE	IPR000209	202	621
56	UPI0024C391EE	IPR036852	197	646
57	UPI0025683BD3	IPR010259	29	107
58	UPI0025683BD3	IPR036852	106	590
59	UPI0025683BD3	IPR000209	129	578
60	UPI0024B5F5ED	IPR036852	178	513
61	UPI0024B5F5ED	IPR000209	191	485
62	UPI0024C2A5DC	IPR036852	22	282
63	UPI0024C2A5DC	IPR000209	41	267
64	UPI002542AF7D	IPR000209	140	381
65	UPI002542AF7D	IPR036852	121	391
66	UPI00240AB30E	IPR000209	6	201
67	UPI00240AB30E	IPR036852	2	217
68	UPI0024056D86	IPR000209	173	439
69	UPI0024056D86	IPR036852	135	473
70	UPI0024636CAF	IPR000209	448	580
71	UPI0024636CAF	IPR036852	38	602
72	UPI0024636CAF	IPR000209	87	297
73	UPI0024815CEE	IPR036852	252	634
74	UPI00245FA2AC	IPR036852	180	451
75	UPI00245FA2AC	IPR000209	200	432
76	UPI00249A1BEB	IPR036852	62	341
77	UPI00249A1BEB	IPR000209	80	331
78	UPI0023DD409A	IPR000209	111	347
79	UPI0023DD409A	IPR036852	94	361
80	UPI002450896A	IPR000209	148	381
81	UPI002450896A	IPR036852	120	397
82	UPI0024613EED	IPR000209	9	242
83	UPI0024613EED	IPR036852	4	255
84	UPI00242B8CEF	IPR036852	5	167
85	UPI00242B8CEF	IPR000209	6	142
86	UPI002553B071	IPR000209	211	498
87	UPI002553B071	IPR036852	208	498
