	Protein	Domain	Start	Stop
1	UPI0022153F40	IPR002018	121	595
2	UPI00254A0910	IPR000383	100	353
3	UPI00254A0910	IPR005674	97	631
4	UPI00254A0910	IPR013736	392	627
5	UPI0024A93D92	IPR002018	1	324
6	UPI0024E0E173	IPR000383	62	301
7	UPI0024E0E173	IPR013736	332	521
8	UPI00224B2FA5	IPR000383	40	274
9	UPI00224B2FA5	IPR013736	305	486
10	UPI00232EA26A	IPR013736	471	707
11	UPI00232EA26A	IPR000383	180	433
12	UPI00232EA26A	IPR005674	176	712
13	UPI00248EB8CD	IPR000383	45	139
14	UPI0025480E16	IPR000383	61	230
15	UPI0025480E16	IPR013736	337	584
16	UPI0025480E16	IPR005674	59	221
17	UPI0022EFCB17	IPR002018	81	154
18	UPI00248EDBDF	IPR000383	32	170
19	UPI002327C1CD	IPR002018	43	331
20	UPI002224B04F	IPR002018	47	524
21	UPI0024CF2D70	IPR002018	31	586
22	UPI0024AD8FC2	IPR002018	17	501
23	UPI0022E68FFD	IPR002018	363	460
24	UPI0022E68FFD	IPR002018	3	349
25	UPI0022730CEE	IPR013736	377	598
26	UPI0022730CEE	IPR000383	45	326
27	UPI0022730CEE	IPR005674	42	615
28	UPI002254F291	IPR000383	87	325
29	UPI002254F291	IPR013736	461	565
30	UPI0022529BD2	IPR005674	18	503
31	UPI0022529BD2	IPR013736	323	521
32	UPI0022529BD2	IPR000383	18	270
33	UPI002213896A	IPR002018	823	1146
34	UPI0022F418A7	IPR002018	26	398
35	UPI002492D171	IPR002018	35	531
36	UPI002250DF8A	IPR005674	22	352
37	UPI002250DF8A	IPR000383	22	273
38	UPI002250DF8A	IPR013736	304	500
39	UPI002225E6C1	IPR002018	37	499
40	UPI002288C763	IPR000383	46	331
41	UPI002288C763	IPR005674	43	617
42	UPI002288C763	IPR013736	375	590
43	UPI0022FF787B	IPR002018	4	463
44	UPI00232A6847	IPR002018	17	467
45	UPI0023355D6E	IPR000383	21	97
46	UPI0023355D6E	IPR013736	118	326
47	UPI0022A6A04C	IPR002018	35	541
48	UPI002221AF29	IPR002018	10	427
49	UPI0022A74E9F	IPR002018	54	522
50	UPI002253A73E	IPR000383	35	292
51	UPI002253A73E	IPR005674	33	550
52	UPI002253A73E	IPR013736	326	544
53	UPI002215231D	IPR002018	14	523
54	UPI0022B62752	IPR002018	27	196
55	UPI0024AFFFD9	IPR002018	2	72
56	UPI00229182A9	IPR005674	46	559
57	UPI00229182A9	IPR000383	50	295
58	UPI00229182A9	IPR013736	325	555
59	UPI0022421BFF	IPR002018	27	540
60	UPI0023019BE6	IPR002018	38	383
61	UPI0022420DCA	IPR002018	49	591
62	UPI0022FFC741	IPR013736	165	386
63	UPI00230B63D6	IPR002018	4	469
64	UPI0022459E88	IPR002018	353	475
65	UPI0022459E88	IPR002018	6	327
66	UPI0022B51B73	IPR013736	358	499
67	UPI0022B51B73	IPR000383	15	273
68	UPI0022B51B73	IPR005674	14	494
69	UPI002218141C	IPR002018	39	511
70	UPI00230A1999	IPR005674	71	653
71	UPI00230A1999	IPR000383	74	360
72	UPI00230A1999	IPR013736	409	649
73	UPI0024969AEC	IPR002018	29	541
74	UPI00228CF7E5	IPR002018	3	308
75	UPI0024C36E45	IPR002018	29	590
76	UPI00232730AC	IPR002018	39	510
77	UPI0022C96AD9	IPR002018	45	554
78	UPI002281FEBC	IPR005674	28	585
79	UPI002281FEBC	IPR013736	338	576
80	UPI002281FEBC	IPR000383	31	299
81	UPI0022A9F195	IPR000383	1	256
82	UPI0022A9F195	IPR005674	1	278
83	UPI0022A9F195	IPR013736	322	435
84	UPI0022A5EDC1	IPR002018	3	497
85	UPI0022F40F6E	IPR002018	4	378
86	UPI002283A119	IPR000383	259	589
87	UPI002283A119	IPR013736	623	835
88	UPI002573BDAE	IPR000383	54	335
89	UPI002573BDAE	IPR005674	51	629
90	UPI002573BDAE	IPR013736	384	628
91	UPI0022E20A74	IPR000383	1	135
92	UPI00249553E4	IPR002018	48	611
93	UPI002210F46C	IPR002018	177	687
94	UPI00249F4259	IPR013736	488	748
95	UPI00249F4259	IPR000383	197	388
96	UPI00249F4259	IPR005674	194	375
97	UPI00249F4259	IPR005674	470	753
98	UPI0022286A9A	IPR002018	2	183
99	UPI0022362251	IPR002018	29	547
100	UPI002257C97E	IPR013736	384	495
101	UPI002257C97E	IPR000383	45	243
102	UPI0024DCEE71	IPR002018	173	662
103	UPI0022D2496D	IPR002018	27	105
104	UPI00255A45C8	IPR002018	24	509
105	UPI0022EA942C	IPR002018	3	446
106	UPI002210BEAF	IPR000383	15	120
107	UPI00228E9962	IPR013736	347	579
108	UPI00228E9962	IPR005674	45	585
109	UPI00228E9962	IPR000383	49	302
110	UPI002269A6BB	IPR002018	48	383
111	UPI0025473319	IPR000383	70	236
112	UPI0025473319	IPR013736	344	588
113	UPI0025473319	IPR005674	67	236
114	UPI0022E7EFE9	IPR002018	220	683
115	UPI002220B35B	IPR002018	27	371
116	UPI002220B35B	IPR002018	382	513
117	UPI0022844940	IPR002018	32	554
118	UPI0022FB8591	IPR002018	1	101
119	UPI00228AB9F3	IPR002018	3	433
120	UPI00232FDFD8	IPR013736	371	587
121	UPI00232FDFD8	IPR000383	19	344
122	UPI002329F90C	IPR002018	36	506
123	UPI0022A08D74	IPR000383	50	295
124	UPI0022A08D74	IPR005674	46	559
125	UPI0022A08D74	IPR013736	325	555
126	UPI0022FE9A41	IPR002018	51	494
127	UPI00227EE236	IPR002018	4	476
128	UPI0022244548	IPR000383	25	138
129	UPI0024D1B43B	IPR002018	50	595
130	UPI00224E7C6A	IPR013736	321	511
131	UPI00224E7C6A	IPR000383	22	273
132	UPI00224E7C6A	IPR005674	22	494
133	UPI0022295CEE	IPR013736	338	576
134	UPI0022295CEE	IPR000383	43	296
135	UPI0022295CEE	IPR005674	39	582
136	UPI0024B00AA1	IPR002018	8	520
137	UPI0022FBBA7C	IPR002018	7	504
138	UPI002302A21F	IPR002018	89	218
139	UPI0024997D40	IPR002018	35	559
140	UPI0024997D40	IPR002018	990	1510
141	UPI002298B0EA	IPR002018	57	178
142	UPI002248B914	IPR000383	2	161
143	UPI002248B914	IPR013736	304	391
144	UPI0022F56816	IPR002018	1	123
145	UPI0022209071	IPR002018	28	372
146	UPI0022209071	IPR002018	392	501
147	UPI0022C28FC4	IPR002018	46	543
148	UPI0022C457B2	IPR002018	4	94
149	UPI0024A145AA	IPR002018	2	465
150	UPI0024D360D3	IPR002018	66	533
151	UPI002578796C	IPR000383	26	309
152	UPI002578796C	IPR013736	334	560
153	UPI002578796C	IPR005674	23	379
154	UPI0022AA06FF	IPR002018	12	312
155	UPI0022262990	IPR002018	23	484
156	UPI002296D219	IPR013736	325	555
157	UPI002296D219	IPR005674	46	226
158	UPI002296D219	IPR005674	239	559
159	UPI002296D219	IPR000383	50	295
160	UPI0022526EEE	IPR013736	1	137
161	UPI0022B931FE	IPR013736	349	612
162	UPI0022B931FE	IPR000383	21	304
163	UPI0022B931FE	IPR005674	17	616
164	UPI002334F4E8	IPR000383	82	348
165	UPI002334F4E8	IPR013736	397	545
166	UPI002334F4E8	IPR005674	87	428
167	UPI0022101503	IPR002018	12	202
168	UPI00229E7D1C	IPR013736	325	555
169	UPI00229E7D1C	IPR000383	50	295
170	UPI00229E7D1C	IPR005674	46	559
171	UPI002290AA1A	IPR002018	10	160
172	UPI002290AA1A	IPR002018	211	321
173	UPI0022353537	IPR002018	59	479
174	UPI002499AE8C	IPR002018	18	494
175	UPI0024DD609C	IPR002018	30	513
176	UPI0022520E4B	IPR005674	254	576
177	UPI0022520E4B	IPR005674	57	232
178	UPI0022520E4B	IPR013736	333	573
179	UPI0022520E4B	IPR000383	61	221
