	Protein	Domain	Start	Stop
1	UPI0024B4A8C1	IPR002018	62	622
2	UPI00248CB710	IPR005674	38	590
3	UPI00248CB710	IPR000383	41	321
4	UPI00248CB710	IPR013736	364	568
5	UPI0023A3AE7E	IPR002018	31	337
6	UPI0023A3AE7E	IPR002018	365	496
7	UPI00249A43DD	IPR013736	339	601
8	UPI00249A43DD	IPR000383	13	292
9	UPI00249A43DD	IPR005674	9	607
10	UPI0023A56AE0	IPR005674	63	188
11	UPI0023A56AE0	IPR005674	266	594
12	UPI0023A56AE0	IPR013736	358	581
13	UPI0023A56AE0	IPR000383	66	314
14	UPI0024C4F509	IPR002018	31	518
15	UPI0024971044	IPR002018	6	449
16	UPI0024576944	IPR013736	39	184
17	UPI0024576944	IPR005674	2	189
18	UPI00246C454A	IPR000383	32	282
19	UPI00246C454A	IPR013736	319	552
20	UPI00246C454A	IPR005674	32	558
21	UPI002570084D	IPR000383	389	548
22	UPI0025541DB9	IPR002018	61	323
23	UPI002369CDED	IPR000383	64	229
24	UPI002369CDED	IPR013736	337	570
25	UPI002369CDED	IPR005674	60	222
26	UPI002463A875	IPR013736	359	579
27	UPI002463A875	IPR000383	45	315
28	UPI002463A875	IPR005674	41	583
29	UPI0023BF171C	IPR002018	45	508
30	UPI0024B01403	IPR002018	1	59
31	UPI0024ACF0CF	IPR013736	374	565
32	UPI0024ACF0CF	IPR005674	68	611
33	UPI0024ACF0CF	IPR000383	73	336
34	UPI0025469BE5	IPR002018	29	536
35	UPI0024062783	IPR000383	1	160
36	UPI002547A3C4	IPR002018	14	503
37	UPI0024AE1218	IPR002018	46	187
38	UPI0024C376C1	IPR002018	55	521
39	UPI00240A8521	IPR013736	373	588
40	UPI00240A8521	IPR000383	23	347
41	UPI0024541C33	IPR002018	18	500
42	UPI0024A1DCEF	IPR013736	348	589
43	UPI0024A1DCEF	IPR000383	56	321
44	UPI0024A1DCEF	IPR005674	56	222
45	UPI0024834F67	IPR002018	3	221
46	UPI0023DA823B	IPR013736	494	601
47	UPI0023DA823B	IPR000383	67	229
48	UPI002413A25E	IPR000383	21	289
49	UPI002413A25E	IPR013736	332	439
50	UPI002413A25E	IPR005674	18	439
51	UPI0023AB6281	IPR002018	9	501
52	UPI0024B6AF30	IPR002018	36	533
53	UPI00246F6C43	IPR005674	1	571
54	UPI00246F6C43	IPR013736	332	548
55	UPI00246F6C43	IPR000383	3	295
56	UPI0023EB840C	IPR002018	50	594
57	UPI0025534950	IPR000383	59	347
58	UPI0025534950	IPR005674	56	647
59	UPI0025534950	IPR013736	393	630
60	UPI0023676FD1	IPR002018	33	193
61	UPI0023DF76BF	IPR013736	331	579
62	UPI0023DF76BF	IPR000383	40	301
63	UPI0023DF76BF	IPR005674	401	585
64	UPI0023DF76BF	IPR005674	37	371
65	UPI0025450B3E	IPR002018	32	498
66	UPI002497301D	IPR002018	663	1171
67	UPI002497301D	IPR002018	1	269
68	UPI0023865C60	IPR002018	19	515
69	UPI0024918234	IPR013736	398	630
70	UPI0024918234	IPR000383	52	350
71	UPI0024918234	IPR005674	49	636
72	UPI00255B9DE2	IPR000383	60	197
73	UPI00255B9DE2	IPR013736	479	587
74	UPI00248B1E4B	IPR013736	403	654
75	UPI00248B1E4B	IPR005674	59	660
76	UPI00248B1E4B	IPR000383	62	355
77	UPI0024A03341	IPR002018	23	129
78	UPI0023E28B22	IPR002018	66	587
79	UPI0024B8EB90	IPR002018	24	311
80	UPI0023A3624B	IPR002018	36	88
81	UPI0025492EBC	IPR000383	10	218
82	UPI0023D0ADC3	IPR002018	50	547
83	UPI0024199187	IPR002018	7	174
84	UPI0023DC22BC	IPR002018	2	501
85	UPI0024787CDF	IPR002018	2	537
86	UPI00238D78C1	IPR000383	34	273
87	UPI00238D78C1	IPR005674	34	387
