	Protein	Domain	Start	Stop
1	UPI0024D46F13	IPR029058	132	242
2	UPI002406A5A0	IPR029058	112	260
3	UPI0023FA25B2	IPR029058	28	306
4	UPI00242FB72D	IPR029058	87	290
5	UPI0024515886	IPR029058	6	288
6	UPI0023D44620	IPR029058	1	217
7	UPI00241CC78A	IPR029058	11	259
8	UPI00253EB03A	IPR029058	105	354
9	UPI00238092CE	IPR029058	2	319
10	UPI002370D9CF	IPR029058	21	317
11	UPI0023A2CF12	IPR029058	3	261
12	UPI00248B5903	IPR029058	2	307
13	UPI00247224A9	IPR029058	31	235
14	UPI00247224A9	IPR002921	90	215
15	UPI00254164ED	IPR029058	5	214
16	UPI0023E6E35F	IPR029058	14	320
17	UPI002575D4CB	IPR029058	3	258
18	UPI002416DB26	IPR029058	29	537
19	UPI00240620E0	IPR029058	42	303
20	UPI00245D83F3	IPR029058	47	269
21	UPI00245C9B5B	IPR029058	64	230
22	UPI00245C9B5B	IPR029058	94	418
23	UPI00249430B6	IPR029058	202	357
24	UPI00241CB701	IPR029058	441	683
25	UPI0024575A8D	IPR029058	52	348
26	UPI00239318D2	IPR029058	12	273
27	UPI0024A83266	IPR029058	2	305
28	UPI00236ED9B3	IPR029058	11	147
29	UPI0024586975	IPR029058	70	328
30	UPI0025535B42	IPR029058	130	349
31	UPI0023631DB0	IPR029058	28	318
32	UPI002542C309	IPR029058	8	257
33	UPI0024DC5CF3	IPR029058	9	231
34	UPI0024142FDF	IPR002921	66	199
35	UPI0024142FDF	IPR029058	7	217
36	UPI0024475743	IPR029058	7	288
37	UPI00241A24BB	IPR029058	6	523
38	UPI00241E40CA	IPR029058	6	252
39	UPI0023D7C2A1	IPR029058	9	305
40	UPI0023B9A417	IPR029058	10	253
41	UPI002448ABFB	IPR029058	48	358
42	UPI0023FE1AC2	IPR029058	354	854
43	UPI00248789C6	IPR029058	2	255
44	UPI00241F7A36	IPR029058	160	406
45	UPI0023E4C1D0	IPR029058	9	309
46	UPI00237B3CD1	IPR029058	1	281
47	UPI0024A2E4BD	IPR029058	41	319
48	UPI002352D04A	IPR029058	104	385
49	UPI002363314E	IPR029058	90	381
50	UPI0023921476	IPR029058	17	65
51	UPI00248B1EB8	IPR029058	10	290
52	UPI0023AF33A7	IPR029058	6	230
53	UPI0023749FED	IPR029058	77	376
54	UPI0023A2CCDE	IPR029058	6	247
55	UPI002436B923	IPR029058	9	119
56	UPI0023BC8A5D	IPR029058	471	723
57	UPI00249218C9	IPR029058	32	287
