	Protein	Domain	Start	Stop
1	UPI0024669F27	IPR013736	326	527
2	UPI0024669F27	IPR000383	45	291
3	UPI0024669F27	IPR005674	42	526
4	UPI00253E36B2	IPR002018	28	550
5	UPI00255819E4	IPR000383	65	201
6	UPI002389B11E	IPR000383	24	275
7	UPI002389B11E	IPR013736	304	514
8	UPI002389B11E	IPR005674	22	514
9	UPI002484BC79	IPR000383	41	107
10	UPI0024E04D82	IPR002018	983	1486
11	UPI0024E04D82	IPR002018	591	972
12	UPI0024E04D82	IPR002018	22	526
13	UPI0025479788	IPR002018	44	553
14	UPI00254ED729	IPR000383	22	275
15	UPI00254ED729	IPR005674	22	504
16	UPI00254ED729	IPR013736	305	522
17	UPI00246323C3	IPR002018	50	601
18	UPI002362F6B6	IPR000383	69	201
19	UPI0024738249	IPR002018	9	450
20	UPI0024964DEE	IPR002018	26	111
21	UPI00253FCB5B	IPR002018	42	536
22	UPI00255B73D2	IPR013736	383	611
23	UPI00255B73D2	IPR000383	52	340
24	UPI00255B73D2	IPR005674	48	642
25	UPI00254E37E5	IPR000383	17	75
26	UPI0024C4C857	IPR002018	49	611
27	UPI00256B096A	IPR002018	92	615
28	UPI00256CE8B8	IPR013736	336	588
29	UPI00256CE8B8	IPR005674	59	223
30	UPI00256CE8B8	IPR000383	62	229
31	UPI00253FAAFF	IPR002018	2	138
32	UPI00237E272E	IPR002018	47	538
33	UPI0023DC58D0	IPR000383	36	154
34	UPI002384BBE7	IPR013736	377	591
35	UPI002384BBE7	IPR000383	21	326
36	UPI002384BBE7	IPR005674	18	591
37	UPI002484D88E	IPR002018	51	593
38	UPI002549DB4B	IPR002018	55	187
39	UPI00239D74EF	IPR005674	33	593
40	UPI00239D74EF	IPR000383	33	289
41	UPI00239D74EF	IPR013736	339	585
42	UPI00236980CB	IPR005674	105	432
43	UPI00236980CB	IPR000383	116	358
44	UPI0024A05492	IPR002018	44	527
45	UPI00256B639F	IPR002018	2	438
46	UPI0025738F87	IPR000383	170	395
47	UPI00255A5B78	IPR002018	28	479
48	UPI00256002AD	IPR002018	154	667
49	UPI0023BBADF9	IPR000383	34	178
50	UPI00248F99DF	IPR013736	303	525
51	UPI00248F99DF	IPR000383	23	274
52	UPI00248F99DF	IPR005674	20	507
53	UPI0023852B55	IPR002018	44	535
54	UPI002545754A	IPR002018	26	519
55	UPI0024CFB1D5	IPR000383	15	121
56	UPI0024C4A7B0	IPR013736	544	792
57	UPI0024C4A7B0	IPR000383	195	518
58	UPI002375115C	IPR013736	452	592
59	UPI002375115C	IPR000383	109	372
60	UPI00254A5697	IPR002018	6	464
61	UPI0024BDB96F	IPR002018	48	592
62	UPI002363F4FB	IPR000383	77	286
63	UPI0023B5A414	IPR000383	23	274
64	UPI0023B5A414	IPR013736	303	551
65	UPI0023B5A414	IPR005674	21	503
66	UPI0023DE7837	IPR002018	19	498
67	UPI002384F398	IPR000383	57	351
68	UPI002384F398	IPR013736	391	643
69	UPI002384F398	IPR005674	54	650
70	UPI002547A4A5	IPR002018	31	550
71	UPI00238C1D4A	IPR000383	22	139
72	UPI0023D93D6C	IPR002018	31	540
73	UPI00254E2848	IPR002018	63	191
74	UPI0025572897	IPR013736	303	519
75	UPI0025572897	IPR000383	23	274
76	UPI0025572897	IPR005674	23	506
77	UPI00248DA567	IPR013736	315	530
78	UPI00248DA567	IPR000383	33	281
79	UPI00248DA567	IPR005674	30	518
80	UPI00246BE609	IPR005674	39	602
81	UPI00246BE609	IPR013736	378	599
82	UPI00246BE609	IPR000383	42	330
83	UPI0023E535FD	IPR002018	194	315
84	UPI0023E535FD	IPR002018	3	169
85	UPI002485DCEA	IPR002018	201	725
86	UPI0023B6F58D	IPR002018	23	510
87	UPI0023DFFF17	IPR002018	52	637
88	UPI0023AF580C	IPR000383	250	477
89	UPI0023AF580C	IPR005674	253	746
90	UPI0023AF580C	IPR013736	535	701
91	UPI002564FA19	IPR002018	30	537
92	UPI0024D014B0	IPR002018	27	484
93	UPI0025478FDE	IPR002018	24	520
94	UPI002562B7CF	IPR002018	126	366
95	UPI002562B7CF	IPR002018	13	122
96	UPI002495722C	IPR002018	48	601
97	UPI00255335C1	IPR002018	612	659
98	UPI00255335C1	IPR002018	204	513
99	UPI0025750643	IPR002018	49	569
100	UPI00255658B2	IPR002018	34	544
101	UPI00237DDE8A	IPR002018	5	530
102	UPI0024BE5608	IPR000383	90	369
103	UPI0024BE5608	IPR013736	393	592
104	UPI0024CBD537	IPR002018	1	386
105	UPI00237DA9C7	IPR002018	24	534
106	UPI0024CA147D	IPR002018	27	522
107	UPI00255C8140	IPR002018	6	323
108	UPI0023AA7D86	IPR000383	36	297
109	UPI0023AA7D86	IPR005674	32	544
110	UPI0023AA7D86	IPR013736	328	538
111	UPI0024A416DD	IPR005674	50	253
112	UPI0024A416DD	IPR013736	344	568
113	UPI0024A416DD	IPR000383	45	316
114	UPI0023A5A6DA	IPR013736	311	532
115	UPI0023A5A6DA	IPR005674	22	544
116	UPI0023A5A6DA	IPR000383	26	279
117	UPI0023766C3B	IPR002018	76	595
118	UPI002544F439	IPR000383	31	207
119	UPI002544F439	IPR005674	30	202
120	UPI002544F439	IPR013736	338	586
121	UPI00249FBCC9	IPR000383	38	290
122	UPI00249FBCC9	IPR005674	35	446
123	UPI0023A59854	IPR002018	32	526
124	UPI002545247B	IPR002018	101	548
125	UPI00238A0349	IPR013736	30	271
126	UPI00238A0349	IPR005674	10	276
127	UPI002551971E	IPR002018	6	462
128	UPI00239C8E45	IPR002018	30	121
129	UPI00254517BD	IPR000383	61	231
130	UPI00254517BD	IPR005674	58	221
131	UPI00254517BD	IPR013736	337	584
132	UPI00239234AA	IPR002018	15	358
133	UPI002573BF1C	IPR002018	273	781
134	UPI002554FF77	IPR000383	34	272
135	UPI002554FF77	IPR013736	415	508
136	UPI00254765BB	IPR002018	31	484
137	UPI0023A1DB2A	IPR002018	20	494
138	UPI0024BAE01D	IPR005674	12	291
139	UPI0024BAE01D	IPR000383	12	270
140	UPI0024BAE01D	IPR013736	342	451
141	UPI0023C0388C	IPR000383	63	200
142	UPI0023786E2C	IPR002018	358	478
143	UPI0023786E2C	IPR002018	4	325
144	UPI0024A4F653	IPR013736	409	516
145	UPI0024A4F653	IPR000383	54	291
146	UPI0024C74039	IPR002018	2310	2894
147	UPI0023B91428	IPR013736	303	531
148	UPI0023B91428	IPR000383	23	272
149	UPI0023B91428	IPR005674	20	515
150	UPI00236788F9	IPR002018	26	572
151	UPI00236FE1F6	IPR013736	397	610
152	UPI00236FE1F6	IPR000383	76	376
153	UPI0023A0CCA2	IPR002018	2	328
154	UPI0023A0CCA2	IPR002018	357	473
155	UPI0023A2E222	IPR002018	4	464
156	UPI0023F6D557	IPR000383	23	278
157	UPI0023F6D557	IPR013736	314	508
158	UPI0023F6D557	IPR005674	23	531
159	UPI0024B6CE61	IPR013736	413	513
160	UPI0024B6CE61	IPR000383	88	198
161	UPI002390426E	IPR002018	119	558
162	UPI0023D9E589	IPR002018	26	554
163	UPI00239F5086	IPR002018	26	530
164	UPI00237C1C8F	IPR002018	25	566
165	UPI00237FC2EE	IPR000383	59	293
166	UPI00237FC2EE	IPR013736	324	535
167	UPI00247429CB	IPR000383	34	272
168	UPI00247429CB	IPR005674	74	491
169	UPI00247429CB	IPR013736	415	501
170	UPI00249C9250	IPR013736	308	537
171	UPI00249C9250	IPR000383	64	278
172	UPI00249C9250	IPR005674	241	539
173	UPI0023CE7AF9	IPR000383	15	141
174	UPI0023B7A306	IPR002018	18	514
175	UPI0025470EB8	IPR002018	33	548
176	UPI0025525463	IPR013736	303	523
177	UPI0025525463	IPR000383	23	274
178	UPI0025525463	IPR005674	22	505
179	UPI0023AEF4AB	IPR002018	378	503
180	UPI0023AEF4AB	IPR002018	8	328
181	UPI00247879C6	IPR002018	127	647
182	UPI00254934C8	IPR002018	25	354
183	UPI0025669182	IPR002018	15	463
184	UPI002548A99A	IPR002018	13	454
185	UPI0025556E8A	IPR002018	37	515
186	UPI0024A586CE	IPR013736	139	349
187	UPI0024A586CE	IPR005674	36	345
188	UPI0024A586CE	IPR000383	28	104
189	UPI00255A59A5	IPR002018	24	619
190	UPI0024C49570	IPR002018	18	468
