	Protein	Domain	Start	Stop
1	UPI0025707A8D	IPR036852	119	390
2	UPI0025707A8D	IPR000209	139	366
3	UPI00248347F1	IPR000209	377	612
4	UPI00248347F1	IPR036852	344	633
5	UPI002425D910	IPR000209	14	187
6	UPI002425D910	IPR036852	42	194
7	UPI00240636E0	IPR036852	328	604
8	UPI00240636E0	IPR000209	349	592
9	UPI0024679C47	IPR036852	167	638
10	UPI0024679C47	IPR000209	183	609
11	UPI0024BA2C9A	IPR000209	174	403
12	UPI0024BA2C9A	IPR036852	151	575
13	UPI0024BA2C9A	IPR000209	496	565
14	UPI0024BA2C9A	IPR010259	47	148
15	UPI0024B52482	IPR000209	157	426
16	UPI0024B52482	IPR036852	119	458
17	UPI00240904EE	IPR000209	157	382
18	UPI00240904EE	IPR036852	136	404
19	UPI0024DE748E	IPR036852	117	374
20	UPI0024DE748E	IPR000209	145	377
21	UPI002550EFFC	IPR000209	394	516
22	UPI002550EFFC	IPR036852	76	523
23	UPI002550EFFC	IPR000209	87	259
24	UPI0024DBF29E	IPR000209	277	552
25	UPI0024DBF29E	IPR036852	61	579
26	UPI002438669E	IPR036852	120	394
27	UPI002438669E	IPR000209	148	392
28	UPI002438669E	IPR010259	61	116
29	UPI0023FDBBA0	IPR036852	207	515
30	UPI00246E32F4	IPR036852	237	581
31	UPI00246E32F4	IPR000209	251	559
32	UPI0024844E4D	IPR036852	2	230
33	UPI0024844E4D	IPR000209	5	170
34	UPI0024856902	IPR010259	30	101
35	UPI0024856902	IPR000209	124	301
36	UPI0024856902	IPR036852	100	300
37	UPI0024C29290	IPR036852	112	534
38	UPI0024C29290	IPR000209	136	525
39	UPI0024A00598	IPR000209	54	312
40	UPI0024A00598	IPR036852	36	321
41	UPI00246A45D0	IPR036852	107	453
42	UPI00246A45D0	IPR000209	179	443
43	UPI00249A2357	IPR036852	208	358
44	UPI00249A2357	IPR000209	265	356
45	UPI0024C81E7D	IPR036852	69	194
46	UPI0024C81E7D	IPR000209	72	141
47	UPI0024C81E7D	IPR000209	153	194
48	UPI0023E50C78	IPR010259	46	121
49	UPI0023E50C78	IPR000209	145	606
50	UPI0023E50C78	IPR036852	120	628
51	UPI002460A159	IPR036852	123	621
52	UPI002460A159	IPR036852	464	637
53	UPI002460A159	IPR000209	562	607
54	UPI002460A159	IPR000209	175	414
55	UPI002428701B	IPR000209	163	429
56	UPI002428701B	IPR036852	144	439
57	UPI00249BE6F8	IPR036852	125	385
58	UPI00249BE6F8	IPR000209	132	385
59	UPI00249BE6F8	IPR010259	29	89
60	UPI0024A4F1D3	IPR036852	95	412
61	UPI0023E8378E	IPR000209	125	355
62	UPI0023E8378E	IPR036852	101	374
63	UPI00245A2598	IPR036852	151	497
64	UPI00245A2598	IPR000209	167	471
65	UPI0024153EEB	IPR000209	73	360
66	UPI0024153EEB	IPR036852	61	370
67	UPI00254004E2	IPR036852	209	500
68	UPI00242D331C	IPR036852	120	574
69	UPI00242D331C	IPR000209	408	565
70	UPI00242D331C	IPR000209	126	303
71	UPI0024C0FD26	IPR010259	81	181
72	UPI0024C0FD26	IPR036852	200	655
73	UPI0024C0FD26	IPR000209	215	645
74	UPI00241D0259	IPR010259	29	129
75	UPI00241D0259	IPR000209	157	652
76	UPI00241D0259	IPR036852	153	685
77	UPI00253D3915	IPR000209	141	593
78	UPI00253D3915	IPR010259	33	115
79	UPI00253D3915	IPR036852	114	627
80	UPI0023FB2B7F	IPR036852	114	445
81	UPI0023FB2B7F	IPR000209	148	431
82	UPI00253DC3CD	IPR036852	202	551
83	UPI0024755AAF	IPR000209	53	308
84	UPI0024755AAF	IPR036852	36	318
85	UPI0023EDFC50	IPR036852	113	441
86	UPI0023EDFC50	IPR000209	144	427
87	UPI0024849F58	IPR036852	173	655
88	UPI0024849F58	IPR000209	188	632
89	UPI0024A945AA	IPR000209	293	554
90	UPI0024A945AA	IPR036852	273	564
91	UPI002417BB5B	IPR000209	99	345
92	UPI002417BB5B	IPR036852	80	355
93	UPI0024D45D57	IPR036852	3	72
94	UPI00256B8CD8	IPR000209	192	681
95	UPI00256B8CD8	IPR036852	104	735
96	UPI00256B8CD8	IPR010259	110	158
97	UPI0023E86414	IPR000209	431	655
98	UPI0023E86414	IPR036852	53	694
99	UPI002569F265	IPR036852	166	547
100	UPI00255B8D8D	IPR036852	168	671
101	UPI00255B8D8D	IPR000209	183	647
102	UPI00249FF099	IPR036852	3	215
103	UPI00249FF099	IPR000209	11	126
104	UPI00242C7C5C	IPR000209	266	607
105	UPI00242C7C5C	IPR036852	264	722
106	UPI0024687CC6	IPR000209	74	345
107	UPI0024687CC6	IPR036852	56	354
108	UPI00242DAB35	IPR000209	188	458
109	UPI00242DAB35	IPR036852	120	468
110	UPI0023FE5D9B	IPR036852	100	462
111	UPI0023FE5D9B	IPR000209	220	390
112	UPI00255C0492	IPR036852	92	459
113	UPI002436EF1C	IPR036852	492	736
114	UPI002436EF1C	IPR000209	483	718
115	UPI0024541962	IPR036852	92	396
116	UPI0024541962	IPR000209	106	376
117	UPI0024C29105	IPR000209	78	351
118	UPI0024C29105	IPR036852	66	363
119	UPI0024A81BD0	IPR000209	82	214
120	UPI0024A81BD0	IPR036852	70	248
121	UPI00254256EC	IPR000209	145	581
122	UPI00254256EC	IPR036852	121	606
123	UPI00254256EC	IPR010259	42	121
124	UPI002484D134	IPR036852	198	608
125	UPI00256531DC	IPR036852	1	191
126	UPI00256531DC	IPR000209	1	178
127	UPI002492F93C	IPR000209	69	351
128	UPI002492F93C	IPR036852	48	376
129	UPI00243C64D4	IPR036852	94	480
130	UPI00243C64D4	IPR000209	192	469
131	UPI0024A70AA0	IPR036852	109	465
132	UPI0024A70AA0	IPR000209	158	446
133	UPI00240298A6	IPR000209	88	291
134	UPI00240298A6	IPR000209	421	543
135	UPI00240298A6	IPR036852	85	553
136	UPI0024CCA416	IPR010259	28	121
137	UPI0024CCA416	IPR000209	146	585
138	UPI0024CCA416	IPR036852	122	613
139	UPI0023E3CD07	IPR000209	1235	1482
140	UPI0023E3CD07	IPR036852	1187	1532
141	UPI0024E254CE	IPR000209	170	453
142	UPI0024E254CE	IPR036852	138	467
143	UPI002552F851	IPR000209	64	353
144	UPI002552F851	IPR036852	44	363
145	UPI00249C1EF9	IPR000209	222	485
146	UPI00249C1EF9	IPR036852	205	494
147	UPI0024E070A9	IPR000209	154	384
148	UPI0024E070A9	IPR036852	129	395
149	UPI0024E070A9	IPR010259	53	121
150	UPI002410D22A	IPR000209	298	527
151	UPI002410D22A	IPR036852	170	630
152	UPI0023DE8353	IPR000209	137	358
